,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1111,Unlabeled 1111,Unlabeled 1111,Unlabeled 1112,Unlabeled 1112,Unlabeled 1112,Unlabeled 1113,Unlabeled 1113,Unlabeled 1113,Unlabeled 1114,Unlabeled 1114,Unlabeled 1114,Unlabeled 1115,Unlabeled 1115,Unlabeled 1115,Unlabeled 1116,Unlabeled 1116,Unlabeled 1116,Unlabeled 1117,Unlabeled 1117,Unlabeled 1117,Unlabeled 1118,Unlabeled 1118,Unlabeled 1118
,ID,D4E356BA9B1B72B11EE,D4E356BA9B1B72B11EE,D4E356BA9B1B72B11EE,D53356BA9B1B72B11EE,D53356BA9B1B72B11EE,D53356BA9B1B72B11EE,D55356BA9B1B72B11EE,D55356BA9B1B72B11EE,D55356BA9B1B72B11EE,D56356BA9B1B72B11EE,D56356BA9B1B72B11EE,D56356BA9B1B72B11EE,D5A356BA9B1B72B11EE,D5A356BA9B1B72B11EE,D5A356BA9B1B72B11EE,D5C356BA9B1B72B11EE,D5C356BA9B1B72B11EE,D5C356BA9B1B72B11EE,D5D356BA9B1B72B11EE,D5D356BA9B1B72B11EE,D5D356BA9B1B72B11EE,D60356BA9B1B72B11EE,D60356BA9B1B72B11EE,D60356BA9B1B72B11EE
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
261,2.174,-37.694817,76.392838,38.979584,-24.564945,76.20932,24.588709,-19.865026,76.268593,24.157162,-24.386042,76.277756,20.700867,-38.178288,76.515457,6.524941,-20.485487,76.428627,20.529993,-6.99795,76.250221,6.57183,-6.699975,76.164276,38.171036
262,2.183,-37.695,76.392067,38.980621,-24.564089,76.208084,24.589142,-19.86356,76.266449,24.157356,-24.382391,76.279671,20.692989,-38.17828,76.515373,6.526352,-20.484833,76.428459,20.530502,-6.996124,76.250214,6.573119,-6.698321,76.1633,38.171204
263,2.191,-37.693966,76.391197,38.980114,-24.563917,76.208839,24.590164,-19.862448,76.267044,24.157398,-24.384634,76.277588,20.699896,-38.17704,76.515289,6.52599,-20.482515,76.427658,20.531343,-6.995351,76.251808,6.573738,-6.698368,76.164207,38.171928
264,2.2,-37.693665,76.392136,38.979225,-24.563412,76.209053,24.589779,-19.861315,76.267387,24.158052,-24.380497,76.279312,20.692642,-38.177036,76.516106,6.525343,-20.482573,76.428429,20.531208,-6.994416,76.250122,6.573325,-6.698505,76.164398,38.173485
265,2.208,-37.687592,76.389534,38.976524,-24.562876,76.208626,24.589903,-19.861151,76.267357,24.156675,-24.383133,76.277252,20.700743,-38.175976,76.513931,6.525497,-20.482088,76.428864,20.531145,-6.995097,76.250175,6.572651,-6.698488,76.163986,38.170494
266,2.216,-37.689777,76.392319,38.976727,-24.563976,76.208702,24.588854,-19.863462,76.268112,24.155293,-24.380407,76.279999,20.69285,-38.176723,76.515457,6.524757,-20.483866,76.426933,20.528872,-6.996049,76.250046,6.571881,-6.698383,76.163574,38.169334
267,2.225,-37.693363,76.393524,38.975941,-24.56414,76.209602,24.588457,-19.863476,76.267258,24.155394,-24.379835,76.279083,20.689478,-38.178188,76.514709,6.524445,-20.484333,76.426888,20.527813,-6.996505,76.249146,6.570694,-6.697859,76.16468,38.169392
268,2.233,-37.694397,76.393852,38.977032,-24.564779,76.207474,24.587013,-19.864923,76.266899,24.154898,-24.385336,76.276657,20.698942,-38.176861,76.514664,6.524864,-20.485003,76.428322,20.528963,-6.995955,76.249535,6.571507,-6.69986,76.165947,38.169418
269,2.241,-37.695034,76.393364,38.977314,-24.565172,76.208633,24.588589,-19.86401,76.267509,24.155985,-24.382349,76.27771,20.692202,-38.17775,76.515434,6.525022,-20.484825,76.428757,20.530399,-6.996292,76.250893,6.571683,-6.700689,76.165428,38.169949
270,2.25,-37.69532,76.392433,38.977097,-24.564541,76.20903,24.58902,-19.864788,76.266403,24.155384,-24.38475,76.277512,20.700785,-38.178562,76.515892,6.525929,-20.485163,76.427208,20.531273,-6.996489,76.24971,6.571459,-6.699851,76.164627,38.171192
271,2.258,-37.694283,76.391808,38.978504,-24.564466,76.208679,24.589291,-19.863901,76.267418,24.15667,-24.3897,76.276733,20.702448,-38.177437,76.51432,6.525907,-20.486679,76.427635,20.531094,-6.997303,76.250633,6.572469,-6.700011,76.165207,38.17025
272,2.266,-37.692814,76.391312,38.979004,-24.563929,76.208397,24.590094,-19.863499,76.267021,24.158373,-24.390121,76.279457,20.704744,-38.177399,76.515312,6.526665,-20.485304,76.427803,20.531862,-6.996817,76.250366,6.572619,-6.697503,76.162514,38.171604
273,2.274,-37.693459,76.391777,38.981228,-24.563482,76.207962,24.590956,-19.862455,76.267563,24.158155,-24.380478,76.279655,20.695805,-38.175983,76.515152,6.526694,-20.483688,76.428009,20.53204,-6.995095,76.250351,6.574636,-6.697697,76.162552,38.171535
274,2.283,-37.687775,76.387741,38.977245,-24.562677,76.209465,24.589825,-19.862089,76.26741,24.156979,-24.377373,76.279472,20.693668,-38.176018,76.514725,6.525826,-20.482494,76.428535,20.531473,-6.994668,76.25032,6.573883,-6.698658,76.163223,38.171009
275,2.291,-37.690048,76.391914,38.979053,-24.56386,76.207695,24.589624,-19.863194,76.26712,24.156477,-24.378277,76.279938,20.692432,-38.17609,76.51516,6.524981,-20.483259,76.428711,20.530411,-6.995447,76.250435,6.572743,-6.699322,76.16391,38.169899
276,2.299,-37.693569,76.392921,38.978493,-24.564322,76.208389,24.589262,-19.864918,76.266357,24.154701,-24.384733,76.277374,20.698689,-38.176952,76.514893,6.524803,-20.483824,76.429054,20.530352,-6.995127,76.249969,6.571677,-6.698863,76.164642,38.16964
277,2.308,-37.694813,76.392502,38.976433,-24.564936,76.210266,24.587833,-19.863539,76.268448,24.154768,-24.389408,76.278664,20.70223,-38.176189,76.513626,6.524662,-20.484198,76.427696,20.529865,-6.996603,76.250938,6.570171,-6.699745,76.165596,38.169357
278,2.316,-37.693298,76.392052,38.976521,-24.564617,76.208786,24.586811,-19.864767,76.269043,24.155468,-24.382423,76.278084,20.692745,-38.176735,76.51487,6.524005,-20.484426,76.427795,20.5292,-6.996692,76.250259,6.570277,-6.699513,76.165024,38.169022
279,2.325,-37.693684,76.392639,38.977234,-24.564661,76.209053,24.588226,-19.864128,76.267677,24.155878,-24.380768,76.279114,20.691023,-38.176857,76.515205,6.523901,-20.48522,76.427673,20.529232,-6.997078,76.249542,6.570445,-6.700214,76.165405,38.170845
280,2.333,-37.688698,76.389404,38.976063,-24.564594,76.209305,24.588116,-19.863764,76.268723,24.156124,-24.380949,76.279503,20.691507,-38.178444,76.515884,6.524688,-20.48465,76.42775,20.529987,-6.996151,76.250427,6.571805,-6.700496,76.163589,38.170837
281,2.341,-37.690643,76.3899,38.979023,-24.563921,76.208755,24.589825,-19.864365,76.266998,24.156977,-24.385532,76.278503,20.701071,-38.177525,76.514793,6.525004,-20.484028,76.426025,20.530968,-6.995635,76.250778,6.573242,-6.699164,76.163673,38.172737
282,2.35,-37.693645,76.390549,38.981663,-24.563889,76.208359,24.590237,-19.863617,76.26754,24.158192,-24.389572,76.277908,20.707489,-38.176441,76.514725,6.527254,-20.484438,76.426559,20.532734,-6.994759,76.250496,6.573989,-6.700267,76.162643,38.172836
283,2.358,-37.687782,76.386734,38.978634,-24.564331,76.207664,24.590759,-19.863125,76.266983,24.157694,-24.388937,76.277451,20.706249,-38.176693,76.515419,6.526751,-20.484028,76.428093,20.531797,-6.994797,76.250069,6.573543,-6.698446,76.163742,38.17271
284,2.366,-37.690022,76.39064,38.978565,-24.56389,76.208412,24.58984,-19.863863,76.26754,24.157686,-24.388548,76.27742,20.703754,-38.176556,76.51461,6.527645,-20.482567,76.427544,20.531576,-6.996108,76.249428,6.572702,-6.697961,76.163353,38.171497
285,2.375,-37.693348,76.392838,38.978245,-24.563063,76.208778,24.589298,-19.864046,76.266357,24.15641,-24.380749,76.278992,20.692545,-38.176434,76.514847,6.526242,-20.483158,76.427834,20.529657,-6.995497,76.24913,6.572413,-6.697728,76.163605,38.169514
286,2.383,-37.694065,76.392349,38.978092,-24.564194,76.208786,24.588915,-19.863575,76.267586,24.156153,-24.378799,76.279175,20.690094,-38.177319,76.515289,6.525245,-20.482468,76.426208,20.529402,-6.995387,76.249107,6.57046,-6.697974,76.164207,38.169609
287,2.391,-37.693085,76.392494,38.976128,-24.565414,76.20813,24.587679,-19.864523,76.26873,24.155045,-24.380642,76.280182,20.691591,-38.177189,76.514313,6.524799,-20.484005,76.427124,20.528967,-6.997175,76.250099,6.572218,-6.700107,76.163948,38.169521
288,2.399,-37.693729,76.392899,38.977131,-24.564951,76.209099,24.588181,-19.865822,76.267159,24.154421,-24.38081,76.279663,20.691053,-38.177052,76.515533,6.525121,-20.484545,76.427551,20.529118,-6.997649,76.249329,6.570722,-6.699214,76.165154,38.170361
289,2.408,-37.69389,76.391945,38.978065,-24.565159,76.208786,24.587975,-19.864815,76.267433,24.156179,-24.381565,76.27877,20.690979,-38.17802,76.514725,6.524718,-20.48473,76.427391,20.530249,-6.996423,76.248817,6.57158,-6.699022,76.164169,38.17025
290,2.416,-37.689793,76.389641,38.975178,-24.564308,76.20993,24.589127,-19.864332,76.26738,24.156496,-24.380554,76.279236,20.691875,-38.176964,76.514717,6.524864,-20.484167,76.427216,20.530905,-6.996273,76.250114,6.573119,-6.698828,76.163307,38.169785
291,2.424,-37.690865,76.390488,38.978653,-24.5644,76.207924,24.589436,-19.864229,76.266891,24.157684,-24.380301,76.279434,20.693365,-38.176884,76.515472,6.525837,-20.484123,76.428673,20.531038,-6.99573,76.250542,6.572985,-6.698603,76.163361,38.170151
292,2.433,-37.693439,76.391998,38.981014,-24.562035,76.208351,24.590103,-19.864216,76.266815,24.157877,-24.386038,76.277206,20.703094,-38.177097,76.515778,6.526881,-20.484144,76.428543,20.53265,-6.995016,76.250351,6.573252,-6.698773,76.163689,38.171631
293,2.441,-37.69347,76.390549,38.980743,-24.563797,76.208992,24.589659,-19.863514,76.267151,24.157633,-24.381252,76.277519,20.694483,-38.177742,76.515541,6.526334,-20.484106,76.428207,20.532753,-6.995347,76.250801,6.574212,-6.699083,76.163895,38.172005
294,2.45,-37.693233,76.391563,38.979618,-24.56419,76.207375,24.59067,-19.862986,76.267677,24.156038,-24.384584,76.2771,20.700212,-38.176029,76.515617,6.527027,-20.48403,76.428154,20.531399,-6.995728,76.249657,6.573569,-6.699461,76.163956,38.171719
295,2.458,-37.69265,76.392021,38.979183,-24.564085,76.208786,24.589638,-19.863281,76.268066,24.155972,-24.380333,76.278862,20.692736,-38.175591,76.514702,6.52634,-20.484392,76.428345,20.532291,-6.995488,76.249184,6.571975,-6.699637,76.163765,38.170769
296,2.466,-37.692455,76.391586,38.976349,-24.565037,76.209671,24.588041,-19.863308,76.267685,24.155003,-24.378206,76.279884,20.691177,-38.177444,76.514343,6.524817,-20.484982,76.427963,20.529974,-6.996756,76.249992,6.572543,-6.699948,76.164833,38.170593
297,2.475,-37.691917,76.39286,38.975662,-24.565407,76.207771,24.586538,-19.866209,76.266319,24.152779,-24.38595,76.277451,20.698782,-38.178036,76.51358,6.52508,-20.48464,76.426659,20.529179,-6.996449,76.24968,6.570549,-6.699986,76.164505,38.169621
298,2.483,-37.692272,76.391487,38.976246,-24.565531,76.209137,24.587692,-19.863886,76.266876,24.154383,-24.382771,76.279007,20.690594,-38.177269,76.515083,6.524271,-20.485487,76.426781,20.530121,-6.996542,76.250244,6.56945,-6.699101,76.163712,38.168415
299,2.491,-37.693069,76.392159,38.977684,-24.564724,76.208344,24.588184,-19.864201,76.266602,24.155291,-24.379848,76.279121,20.691256,-38.177177,76.514793,6.525352,-20.485085,76.427139,20.530806,-6.995933,76.250038,6.572336,-6.699181,76.164619,38.168797
300,2.5,-37.694588,76.393616,38.978539,-24.563017,76.208702,24.588987,-19.86404,76.267433,24.155947,-24.379278,76.280502,20.692553,-38.176918,76.513985,6.52669,-20.484852,76.429314,20.531578,-6.99645,76.250687,6.573067,-6.698743,76.163933,38.171658
301,2.508,-37.693111,76.391151,38.979702,-24.564215,76.210114,24.589106,-19.863346,76.266785,24.15658,-24.379604,76.278679,20.693256,-38.176529,76.515427,6.526,-20.483362,76.427422,20.531414,-6.994955,76.250114,6.572702,-6.700095,76.163902,38.172115
302,2.516,-37.693455,76.392021,38.979752,-24.564131,76.209763,24.590137,-19.86414,76.267021,24.157473,-24.385141,76.276939,20.701546,-38.176598,76.514687,6.52715,-20.482847,76.427155,20.531359,-6.995393,76.250549,6.573248,-6.699209,76.163528,38.171452
303,2.524,-37.692879,76.392593,38.98085,-24.564322,76.209351,24.590176,-19.863279,76.266602,24.157469,-24.380821,76.278648,20.69486,-38.177345,76.514122,6.527746,-20.483416,76.42865,20.531008,-6.995869,76.250679,6.573594,-6.698191,76.163498,38.171375
304,2.533,-37.692566,76.390221,38.978867,-24.564478,76.209595,24.589535,-19.864325,76.267082,24.156399,-24.384178,76.279068,20.700741,-38.176762,76.514793,6.526297,-20.482656,76.427696,20.531181,-6.994586,76.248947,6.572603,-6.698616,76.164528,38.169991
305,2.541,-37.693382,76.392975,38.978512,-24.565224,76.209373,24.588274,-19.86359,76.267227,24.155664,-24.381071,76.279678,20.693327,-38.177784,76.515381,6.525645,-20.484121,76.427864,20.530432,-6.996378,76.249962,6.572773,-6.698522,76.164101,38.169491
306,2.549,-37.691288,76.391663,38.977703,-24.565048,76.209145,24.588121,-19.863224,76.267517,24.155525,-24.384148,76.277908,20.697454,-38.177959,76.514587,6.524533,-20.485275,76.426109,20.529961,-6.99705,76.250885,6.571625,-6.699172,76.164772,38.168671
307,2.558,-37.693451,76.39325,38.977226,-24.564831,76.208252,24.58744,-19.863615,76.265366,24.154911,-24.390484,76.277199,20.701416,-38.177132,76.514061,6.523896,-20.485451,76.427582,20.528936,-6.99741,76.249489,6.570116,-6.698457,76.164986,38.16848
308,2.566,-37.694111,76.392006,38.977253,-24.564493,76.208305,24.587158,-19.863895,76.267708,24.154421,-24.382826,76.278648,20.692162,-38.17733,76.514549,6.52535,-20.48473,76.427757,20.53001,-6.996456,76.249878,6.570784,-6.698103,76.163231,38.168766
309,2.575,-37.693172,76.391418,38.978897,-24.564999,76.208992,24.587288,-19.865131,76.266724,24.155035,-24.379086,76.2799,20.691839,-38.178089,76.515427,6.525144,-20.48501,76.428314,20.531458,-6.996307,76.25058,6.571823,-6.700725,76.165337,38.169064
310,2.583,-37.692623,76.390854,38.980408,-24.565332,76.208397,24.58926,-19.864378,76.26712,24.15678,-24.379335,76.278389,20.693033,-38.17664,76.513962,6.526054,-20.48521,76.427338,20.531507,-6.994685,76.250618,6.573586,-6.69922,76.162895,38.170204
311,2.591,-37.687542,76.387917,38.9776,-24.563629,76.208733,24.588688,-19.863501,76.267479,24.15683,-24.385504,76.277153,20.700817,-38.177265,76.51593,6.526142,-20.485153,76.427208,20.532824,-6.995869,76.250496,6.572639,-6.69839,76.16452,38.171597
312,2.6,-37.688671,76.390106,38.97821,-24.563227,76.208862,24.588999,-19.865454,76.26622,24.156445,-24.390463,76.276817,20.704859,-38.17609,76.514984,6.526687,-20.486168,76.426994,20.532785,-6.995358,76.250771,6.573821,-6.698352,76.163994,38.173031
313,2.608,-37.691383,76.390968,38.97839,-24.562763,76.209465,24.590412,-19.863827,76.267067,24.157753,-24.380392,76.278961,20.693512,-38.177223,76.514191,6.526487,-20.48616,76.428032,20.5331,-6.995874,76.250671,6.57446,-6.700313,76.163322,38.171356
314,2.616,-37.693871,76.393059,38.979397,-24.564192,76.209534,24.590557,-19.862669,76.267174,24.157396,-24.382133,76.277367,20.699715,-38.17664,76.514938,6.525541,-20.484236,76.427238,20.532,-6.996104,76.251152,6.573769,-6.699277,76.164307,38.17057
315,2.625,-37.695057,76.392044,38.979023,-24.56538,76.209106,24.589388,-19.864775,76.265732,24.154604,-24.380058,76.278587,20.692299,-38.176998,76.516052,6.525217,-20.4842,76.426903,20.530283,-6.995981,76.250801,6.57159,-6.69834,76.164017,38.169624
316,2.633,-37.694462,76.393349,38.97842,-24.563833,76.208649,24.58757,-19.863956,76.266655,24.155804,-24.385395,76.278046,20.698204,-38.177967,76.514252,6.523853,-20.486334,76.42749,20.529728,-6.997056,76.249298,6.570674,-6.700037,76.164093,38.168148
317,2.641,-37.693752,76.391533,38.975986,-24.565292,76.208214,24.587591,-19.864969,76.267281,24.155369,-24.390202,76.277496,20.702967,-38.178059,76.515114,6.524622,-20.485952,76.42775,20.529764,-6.996314,76.249374,6.570765,-6.69994,76.164818,38.169247
318,2.649,-37.692242,76.39209,38.975262,-24.565367,76.208427,24.588169,-19.865564,76.266624,24.15535,-24.391037,76.278282,20.702831,-38.177963,76.51532,6.525268,-20.485058,76.426582,20.530882,-6.996821,76.250473,6.571247,-6.699485,76.164177,38.1698
319,2.658,-37.690739,76.390533,38.976238,-24.563951,76.208351,24.588562,-19.864651,76.267197,24.157009,-24.383072,76.278603,20.693995,-38.177216,76.515869,6.525064,-20.484859,76.427368,20.531134,-6.996648,76.250359,6.571742,-6.698998,76.1651,38.170849
320,2.666,-37.692295,76.391434,38.979073,-24.564096,76.208458,24.588827,-19.864296,76.266876,24.155912,-24.383337,76.278519,20.700285,-38.177605,76.515022,6.526501,-20.484377,76.42804,20.53054,-6.997052,76.250366,6.572844,-6.698549,76.16481,38.171211
321,2.674,-37.693439,76.390755,38.979595,-24.563522,76.208031,24.589598,-19.863724,76.266624,24.157547,-24.380402,76.279305,20.693806,-38.177769,76.515541,6.526396,-20.482918,76.426094,20.531317,-6.995964,76.249283,6.573647,-6.698681,76.163277,38.171722
322,2.683,-37.692188,76.391762,38.981323,-24.563749,76.208321,24.590412,-19.862423,76.266487,24.158026,-24.376648,76.280487,20.693691,-38.176807,76.515106,6.52756,-20.483164,76.428307,20.532476,-6.994014,76.249222,6.57355,-6.698214,76.163658,38.172729
323,2.691,-37.692074,76.391685,38.97892,-24.564146,76.209152,24.590046,-19.863098,76.26709,24.157215,-24.378323,76.279243,20.693619,-38.175537,76.515396,6.527542,-20.483231,76.427605,20.532148,-6.99487,76.25013,6.572588,-6.698563,76.163467,38.172691
324,2.7,-37.693748,76.392174,38.9786,-24.564659,76.20903,24.58979,-19.863407,76.26683,24.157913,-24.379061,76.279915,20.692694,-38.178154,76.516312,6.525582,-20.484613,76.428902,20.530972,-6.996305,76.25071,6.572872,-6.697879,76.162872,38.170536
325,2.708,-37.694324,76.391541,38.977608,-24.564384,76.208633,24.588388,-19.864143,76.264908,24.155354,-24.37969,76.278732,20.692127,-38.177151,76.514725,6.525511,-20.48402,76.428772,20.530752,-6.996634,76.249191,6.5707,-6.698603,76.164146,38.169174
326,2.716,-37.693615,76.392509,38.976204,-24.565069,76.207901,24.587271,-19.864725,76.267525,24.155239,-24.385633,76.276802,20.698994,-38.176315,76.515198,6.524371,-20.485661,76.427635,20.529726,-6.997515,76.249428,6.5711,-6.700207,76.165085,38.169434
327,2.725,-37.693073,76.392227,38.976368,-24.564753,76.207802,24.588121,-19.863724,76.267502,24.155512,-24.382355,76.27951,20.691673,-38.177006,76.514473,6.525477,-20.486441,76.428131,20.530283,-6.997684,76.251228,6.570724,-6.699558,76.164146,38.169651
328,2.733,-37.688099,76.388603,38.973923,-24.565123,76.209549,24.588316,-19.863209,76.265701,24.155531,-24.380688,76.278854,20.691782,-38.17778,76.51458,6.524682,-20.4855,76.427124,20.529757,-6.995968,76.250603,6.57173,-6.700171,76.165039,38.17001
329,2.741,-37.690769,76.392326,38.977791,-24.564251,76.208221,24.588623,-19.864086,76.266953,24.15554,-24.378761,76.280037,20.692326,-38.177979,76.515091,6.525002,-20.484638,76.427658,20.530956,-6.995745,76.24987,6.571357,-6.69936,76.163933,38.170414
330,2.75,-37.6931,76.391563,38.97916,-24.565828,76.211014,24.589745,-19.863567,76.267746,24.157732,-24.384071,76.277771,20.702528,-38.177074,76.515457,6.525604,-20.485008,76.427361,20.531666,-6.996045,76.250473,6.572825,-6.700105,76.163712,38.170769
331,2.758,-37.693684,76.391869,38.980309,-24.564619,76.209961,24.590017,-19.863464,76.26664,24.157158,-24.381014,76.278778,20.694603,-38.176556,76.515221,6.52635,-20.484625,76.42717,20.532345,-6.994695,76.249924,6.573629,-6.699536,76.164215,38.171432
332,2.766,-37.692432,76.390686,38.980309,-24.563866,76.209549,24.59012,-19.865299,76.266106,24.157196,-24.378187,76.279633,20.693735,-38.177467,76.515465,6.526112,-20.483774,76.427025,20.532402,-6.995205,76.250618,6.573912,-6.699549,76.164505,38.170902
333,2.774,-37.694134,76.392723,38.979652,-24.563469,76.210281,24.589724,-19.864855,76.267448,24.15733,-24.384872,76.276886,20.700171,-38.177326,76.515388,6.526641,-20.484144,76.427773,20.532352,-6.995307,76.25032,6.573141,-6.698642,76.165642,38.171223
334,2.783,-37.688808,76.388504,38.976437,-24.564529,76.209251,24.589298,-19.865376,76.265427,24.154734,-24.382105,76.279358,20.692919,-38.177429,76.515022,6.525105,-20.485674,76.427086,20.531139,-6.996532,76.251816,6.572519,-6.699256,76.165779,38.171658
335,2.791,-37.6908,76.391266,38.97665,-24.56468,76.209229,24.588709,-19.865692,76.265938,24.153793,-24.383493,76.276848,20.699078,-38.177437,76.515427,6.525196,-20.485561,76.427261,20.5313,-6.9968,76.250183,6.57195,-6.699419,76.164825,38.170227
336,2.799,-37.687805,76.389565,38.974842,-24.564569,76.207802,24.587709,-19.863958,76.26722,24.155994,-24.381519,76.279243,20.692379,-38.177521,76.514427,6.524671,-20.485254,76.425835,20.530539,-6.996397,76.250443,6.5711,-6.699144,76.164314,38.169273
337,2.808,-37.685158,76.388557,38.974014,-24.564552,76.208458,24.587,-19.866726,76.266243,24.153475,-24.379257,76.279305,20.691227,-38.178112,76.514214,6.524267,-20.485874,76.42762,20.530132,-6.995935,76.249336,6.570412,-6.69902,76.163956,38.167892
338,2.816,-37.689995,76.390663,38.976772,-24.565147,76.208839,24.588593,-19.866999,76.266563,24.153559,-24.384321,76.277641,20.699516,-38.17775,76.514915,6.524616,-20.485037,76.428314,20.531067,-6.99598,76.250336,6.571463,-6.699094,76.164871,38.169365
339,2.825,-37.6931,76.392593,38.9781,-24.564148,76.208344,24.588631,-19.865149,76.266861,24.155537,-24.382105,76.278893,20.69368,-38.177002,76.51413,6.524665,-20.485838,76.428658,20.532084,-6.996013,76.249763,6.572697,-6.698447,76.163895,38.169098
340,2.833,-37.687878,76.387955,38.976742,-24.564812,76.209694,24.589922,-19.863123,76.266212,24.156868,-24.383053,76.277069,20.699886,-38.176697,76.515297,6.526039,-20.484167,76.427681,20.532633,-6.994761,76.250061,6.572802,-6.698412,76.164589,38.170822
341,2.841,-37.688782,76.389542,38.976608,-24.564342,76.208565,24.590216,-19.863245,76.266228,24.157433,-24.386921,76.278183,20.702305,-38.176231,76.514175,6.526204,-20.482439,76.426773,20.53265,-6.995363,76.249908,6.574134,-6.698488,76.163826,38.172371
342,2.85,-37.687809,76.388626,38.977615,-24.563927,76.208221,24.588724,-19.864195,76.267776,24.157572,-24.388849,76.277069,20.703783,-38.177822,76.515785,6.526991,-20.483295,76.42675,20.532045,-6.995903,76.248985,6.573974,-6.699744,76.163445,38.171253
343,2.858,-37.691399,76.391891,38.980179,-24.563799,76.208488,24.588806,-19.86668,76.265976,24.155201,-24.389185,76.277649,20.704905,-38.177372,76.515045,6.526856,-20.484791,76.427315,20.531841,-6.996627,76.250191,6.573564,-6.699383,76.163933,38.17202
344,2.866,-37.693043,76.392326,38.977303,-24.565292,76.209122,24.588587,-19.866285,76.265312,24.15542,-24.382154,76.278183,20.69276,-38.177608,76.515137,6.52542,-20.485256,76.426109,20.53285,-6.996269,76.249046,6.572492,-6.700288,76.164314,38.171158
345,2.875,-37.693466,76.39415,38.977821,-24.565298,76.208885,24.587564,-19.865213,76.266724,24.154346,-24.384108,76.278046,20.698517,-38.177959,76.514526,6.525844,-20.486437,76.4272,20.532713,-6.996994,76.249886,6.570433,-6.699717,76.164124,38.169434
346,2.883,-37.694172,76.391174,38.976784,-24.564201,76.208069,24.587267,-19.865122,76.266411,24.153345,-24.387554,76.277878,20.702448,-38.177032,76.513809,6.524733,-20.487,76.42765,20.530798,-6.997131,76.249519,6.571008,-6.699305,76.164261,38.169827
347,2.891,-37.694096,76.391998,38.976967,-24.563637,76.208092,24.588123,-19.865158,76.266472,24.153868,-24.390173,76.277489,20.701542,-38.177902,76.514664,6.524441,-20.486435,76.427574,20.530155,-6.996401,76.250946,6.570723,-6.699393,76.165298,38.169426
348,2.899,-37.693966,76.392593,38.976871,-24.564297,76.208237,24.588264,-19.865995,76.264206,24.153215,-24.390804,76.277695,20.701862,-38.177944,76.515648,6.524584,-20.485888,76.426888,20.53014,-6.99583,76.250954,6.571385,-6.698688,76.16407,38.169895
349,2.908,-37.693001,76.391197,38.978767,-24.564631,76.20929,24.588261,-19.863827,76.266304,24.155857,-24.38312,76.27829,20.693846,-38.189175,76.535484,6.535463,-20.48484,76.427292,20.533121,-6.995612,76.250275,6.572814,-6.698586,76.163933,38.171532
350,2.916,-37.688812,76.389702,38.977573,-24.564161,76.208481,24.589607,-19.863615,76.267235,24.157997,-24.384325,76.277374,20.70023,-38.177097,76.51712,6.529041,-20.486071,76.426704,20.533768,-6.996569,76.250198,6.573179,-6.699085,76.165161,38.171391
351,2.924,-37.685944,76.389099,38.975197,-24.564062,76.209167,24.589876,-19.864248,76.266533,24.157431,-24.389027,76.27742,20.703588,-38.176476,76.514748,6.525827,-20.48568,76.426765,20.533918,-6.995217,76.248894,6.573966,-6.698472,76.163986,38.171017
352,2.933,-37.691128,76.391571,38.978546,-24.564325,76.208267,24.589239,-19.863888,76.266052,24.157354,-24.38188,76.277939,20.695267,-38.177948,76.515785,6.526247,-20.485214,76.426392,20.531775,-6.995679,76.250374,6.5728,-6.699393,76.162628,38.171337
353,2.941,-37.694691,76.391808,38.980518,-24.564676,76.209305,24.58942,-19.864889,76.266273,24.156813,-24.383635,76.278526,20.699623,-38.189529,76.5345,6.535599,-20.483696,76.425896,20.531696,-6.995449,76.250633,6.573153,-6.698974,76.163429,38.172512
354,2.95,-37.696495,76.393211,38.978374,-24.564209,76.209763,24.588528,-19.867092,76.265945,24.154671,-24.382135,76.278183,20.693056,-38.177593,76.515869,6.526819,-20.485371,76.426689,20.531416,-6.995359,76.249336,6.57305,-6.699513,76.165482,38.1712
355,2.958,-37.688641,76.388969,38.974586,-24.564903,76.208069,24.587687,-19.865349,76.267754,24.155031,-24.379818,76.278671,20.6933,-38.177048,76.514648,6.524387,-20.486963,76.427277,20.53196,-6.996544,76.251289,6.57152,-6.699411,76.165253,38.16996
356,2.966,-37.690773,76.392159,38.976444,-24.565592,76.208359,24.588102,-19.865784,76.265244,24.152805,-24.385786,76.277878,20.699476,-38.177692,76.514633,6.525119,-20.486738,76.428017,20.53194,-6.996068,76.249504,6.571091,-6.698724,76.165512,38.169296
357,2.975,-37.694618,76.393776,38.977165,-24.564705,76.208344,24.587603,-19.864985,76.265961,24.153624,-24.381561,76.279907,20.69138,-38.177574,76.514824,6.524564,-20.486097,76.429169,20.531635,-6.997067,76.250618,6.57129,-6.699611,76.165077,38.169338
358,2.983,-37.694122,76.39267,38.978695,-24.564074,76.208771,24.587849,-19.864191,76.266617,24.154869,-24.384584,76.278587,20.698532,-38.177044,76.514664,6.524634,-20.485657,76.427208,20.531878,-6.995266,76.25013,6.572444,-6.698364,76.164536,38.169266
