,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1063,Unlabeled 1063,Unlabeled 1063,Unlabeled 1064,Unlabeled 1064,Unlabeled 1064,Unlabeled 1065,Unlabeled 1065,Unlabeled 1065,Unlabeled 1066,Unlabeled 1066,Unlabeled 1066,Unlabeled 1067,Unlabeled 1067,Unlabeled 1067,Unlabeled 1068,Unlabeled 1068,Unlabeled 1068,Unlabeled 1069,Unlabeled 1069,Unlabeled 1069,Unlabeled 1070,Unlabeled 1070,Unlabeled 1070,Unlabeled 1071,Unlabeled 1071,Unlabeled 1071,Unlabeled 1072,Unlabeled 1072,Unlabeled 1072
,ID,1423224FEEEBCE111EE,1423224FEEEBCE111EE,1423224FEEEBCE111EE,1443224FEEEBCE111EE,1443224FEEEBCE111EE,1443224FEEEBCE111EE,1463224FEEEBCE111EE,1463224FEEEBCE111EE,1463224FEEEBCE111EE,1683224FEEEBCE111EE,1683224FEEEBCE111EE,1683224FEEEBCE111EE,16B3224FEEEBCE111EE,16B3224FEEEBCE111EE,16B3224FEEEBCE111EE,16C3224FEEEBCE111EE,16C3224FEEEBCE111EE,16C3224FEEEBCE111EE,16D3224FEEEBCE111EE,16D3224FEEEBCE111EE,16D3224FEEEBCE111EE,1703224FEEEBCE111EE,1703224FEEEBCE111EE,1703224FEEEBCE111EE,1733224FEEEBCE111EE,1733224FEEEBCE111EE,1733224FEEEBCE111EE,1743224FEEEBCE111EE,1743224FEEEBCE111EE,1743224FEEEBCE111EE
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
200,1.666,-82.733582,151.315155,35.506454,-80.628036,145.705765,2.29558,-80.904045,146.980164,-33.343887,-52.923847,67.590263,7.796475,-75.355736,128.460861,-9.189951,-58.422352,92.70092,13.775232,-73.881355,110.449303,34.784035,-67.773262,69.328735,35.221851,-61.674011,68.023384,-25.61673,-68.953583,107.352676,-28.430208
201,1.675,-82.810196,151.064957,35.507549,-80.728569,145.471985,2.292361,-81.028145,146.752853,-33.319752,-52.551205,67.488434,7.760355,-75.323524,128.250946,-9.23181,-58.184189,92.56852,13.746016,-73.663727,110.254028,34.805202,-67.258163,69.224525,35.251804,-61.16053,67.983833,-25.761995,-68.761002,107.240356,-28.48789
202,1.683,-82.870621,150.829391,35.512836,-80.81015,145.230652,2.321929,-81.151772,146.53421,-33.287506,-52.270393,67.409538,7.7089,-75.296997,128.050339,-9.26834,-57.975777,92.482025,13.667767,-73.493156,110.081223,34.817059,-66.903893,69.045601,35.26675,-60.70969,67.888275,-25.902075,-68.588432,107.10186,-28.530703
203,1.691,-82.928291,150.565918,35.511173,-80.897606,145.004196,2.356554,-81.283363,146.317612,-33.275547,-52.057957,67.275085,7.621954,-75.26828,127.852417,-9.289328,-57.757179,92.355934,13.636292,-73.361481,109.888138,34.804298,-66.505936,68.899933,35.272938,-60.274345,67.828606,-26.051643,-68.428329,106.993721,-28.565355
204,1.7,-83.03286,150.31778,35.4911,-80.974678,144.734772,2.382527,-81.442032,146.055786,-33.269917,-51.772942,67.153671,7.55447,-75.222084,127.624535,-9.30319,-57.534813,92.236481,13.582516,-73.114998,109.700539,34.827553,-66.036514,68.758888,35.287388,-59.789211,67.721497,-26.196951,-68.259903,106.826485,-28.606277
205,1.708,-83.107765,150.057129,35.494492,-81.05172,144.468933,2.397214,-81.606812,145.809097,-33.264019,-51.546745,67.038956,7.514937,-75.156746,127.419662,-9.298152,-57.32082,92.112122,13.531547,-72.955994,109.495094,34.833973,-65.712227,68.562584,35.31147,-59.373138,67.653923,-26.343191,-68.154274,106.677475,-28.650948
206,1.716,-83.220604,149.755356,35.489422,-81.180588,144.197464,2.382932,-81.764915,145.558792,-33.239113,-51.343895,66.926086,7.459155,-75.111763,127.213028,-9.309082,-57.134956,91.99321,13.470931,-72.861717,109.269524,34.813545,-65.350815,68.400833,35.340298,-58.934326,67.554733,-26.474575,-68.028793,106.523491,-28.672785
207,1.725,-83.359177,149.397308,35.493412,-81.344833,143.89566,2.358201,-81.974686,145.255478,-33.239117,-51.107426,66.776909,7.338387,-75.058342,126.97184,-9.319785,-56.9543,91.826859,13.443729,-72.684708,109.039398,34.821163,-64.876923,68.213387,35.330788,-58.469177,67.441475,-26.621115,-67.932533,106.338181,-28.720797
208,1.733,-83.461914,149.117355,35.488384,-81.49926,143.601303,2.386866,-82.145966,144.98262,-33.232609,-50.933247,66.617371,7.291074,-75.016335,126.764938,-9.35533,-56.781368,91.713493,13.377118,-72.545219,108.826469,34.836052,-64.554718,68.064484,35.360508,-58.069824,67.33506,-26.758823,-67.852188,106.14344,-28.762255
209,1.741,-83.595634,148.80455,35.490936,-81.625313,143.305893,2.402559,-82.331963,144.693954,-33.21357,-50.728737,66.465355,7.246089,-74.983177,126.558289,-9.390724,-56.589394,91.553238,13.308443,-72.453758,108.57959,34.833836,-64.150467,67.85376,35.374123,-57.670628,67.214012,-26.878828,-67.770393,105.969093,-28.818733
210,1.75,-83.743217,148.419434,35.508812,-81.809143,142.982132,2.409147,-82.555107,144.362015,-33.211266,-50.503956,66.320374,7.173095,-74.944817,126.310753,-9.412491,-56.446735,91.374352,13.267793,-72.359436,108.275673,34.814297,-63.716316,67.638725,35.369091,-57.24984,67.104141,-27.045101,-67.700859,105.736031,-28.889099
211,1.758,-83.874725,148.060333,35.516502,-81.967964,142.671066,2.392411,-82.745636,144.048279,-33.227436,-50.393658,66.126877,7.090017,-74.916992,126.108681,-9.440597,-56.280582,91.186104,13.23546,-72.185234,108.023499,34.838852,-63.384895,67.426979,35.401035,-56.891441,66.951218,-27.158308,-67.662003,105.533241,-28.950464
212,1.766,-84.029594,147.686798,35.537865,-82.142349,142.331802,2.373698,-82.962051,143.73584,-33.215424,-50.254936,65.912041,6.998831,-74.890335,125.873482,-9.458933,-56.148575,90.999229,13.1746,-72.104607,107.729462,34.826954,-63.016434,67.193863,35.421875,-56.519573,66.811249,-27.287256,-67.626244,105.304337,-29.002634
213,1.774,-84.177002,147.320312,35.552834,-82.344757,141.982407,2.384592,-83.166405,143.406982,-33.23204,-50.028046,65.757843,6.909601,-74.867996,125.642921,-9.480335,-56.002361,90.820198,13.131599,-72.048668,107.428833,34.800377,-62.678123,66.937447,35.376438,-56.175621,66.692986,-27.430164,-67.604134,105.079964,-29.054022
214,1.783,-84.296425,146.904099,35.556282,-82.541618,141.611359,2.372277,-83.398621,143.025391,-33.246716,-49.835079,65.529289,6.859366,-74.846046,125.384811,-9.506886,-55.869682,90.56884,13.103682,-71.971092,107.101151,34.772961,-62.177616,66.714737,35.43327,-55.804752,66.507263,-27.559734,-67.583122,104.803207,-29.111429
215,1.791,-84.455315,146.496262,35.534203,-82.742203,141.259079,2.350449,-83.624313,142.656891,-33.255081,-49.72831,65.295181,6.766532,-74.820969,125.129784,-9.525721,-55.754536,90.361404,13.064596,-71.836945,106.803978,34.7761,-61.953705,66.437111,35.401474,-55.482506,66.365349,-27.690664,-67.567184,104.542831,-29.153818
216,1.8,-84.624306,146.045609,35.527931,-82.958557,140.832306,2.316653,-83.843628,142.235153,-33.27235,-49.441868,65.140266,6.661314,-74.806747,124.845207,-9.562394,-55.639732,90.078506,13.034155,-71.768417,106.41832,34.738552,-61.483639,66.172356,35.37262,-55.136269,66.1539,-27.811857,-67.5616,104.245308,-29.203663
217,1.808,-84.801086,145.616684,35.505184,-83.196983,140.425705,2.318246,-84.072792,141.853226,-33.29784,-49.340588,64.853081,6.585272,-74.812256,124.585548,-9.597092,-55.548771,89.813423,12.99385,-71.707954,106.090126,34.69553,-61.116768,65.928719,35.388504,-54.836376,65.955833,-27.922815,-67.559708,103.95607,-29.252735
218,1.816,-84.969971,145.169312,35.489243,-83.399864,140.010345,2.304523,-84.281731,141.462021,-33.312157,-49.191048,64.60701,6.529942,-74.807228,124.294678,-9.621863,-55.456566,89.552162,12.969239,-71.691742,105.737854,34.65044,-60.702229,65.686935,35.36277,-54.550583,65.787827,-28.03812,-67.584946,103.655937,-29.307362
219,1.825,-85.129494,144.645935,35.484528,-83.627403,139.53299,2.291225,-84.533043,141.001831,-33.323555,-48.884411,64.385201,6.424184,-74.808685,123.969353,-9.659244,-55.335545,89.278831,12.904811,-71.587883,105.344154,34.635292,-60.299755,65.402992,35.36351,-54.233063,65.546967,-28.163593,-67.62204,103.315376,-29.390377
220,1.833,-85.3116,144.175308,35.490761,-83.875778,139.089523,2.271087,-84.759613,140.595963,-33.311184,-48.788731,64.113541,6.350406,-74.840019,123.672531,-9.702163,-55.259407,88.97805,12.875507,-71.535095,104.971672,34.615726,-60.036362,65.072075,35.331341,-53.976105,65.31971,-28.257635,-67.632332,103.005646,-29.450924
221,1.841,-85.471573,143.701141,35.485146,-84.105667,138.636322,2.254977,-84.970001,140.175171,-33.313435,-48.664959,63.810642,6.269301,-74.882484,123.384003,-9.743943,-55.189819,88.658234,12.845281,-71.522423,104.589165,34.586643,-59.606777,64.806793,35.298794,-53.73243,65.115105,-28.375351,-67.671883,102.670692,-29.505014
222,1.85,-85.674324,143.153275,35.504604,-84.353134,138.114761,2.259717,-85.230301,139.687439,-33.327858,-48.439686,63.510227,6.124076,-74.908577,123.023926,-9.773198,-55.108177,88.294418,12.777889,-71.532188,104.145515,34.548977,-59.20182,64.49366,35.300251,-53.477814,64.853249,-28.48509,-67.725792,102.291916,-29.579311
223,1.858,-85.842758,142.670792,35.498711,-84.604958,137.619583,2.2538,-85.470016,139.242645,-33.321907,-48.316376,63.287605,6.064596,-74.946419,122.688057,-9.799622,-55.024292,87.99894,12.695612,-71.483818,103.744209,34.540844,-58.777069,64.225594,35.254036,-53.246319,64.601875,-28.581043,-67.758514,101.958298,-29.636478
224,1.866,-86.007431,142.160248,35.486004,-84.821877,137.10701,2.254366,-85.676559,138.783798,-33.308784,-48.069942,63.02256,5.998668,-74.995384,122.350121,-9.840816,-54.923981,87.706581,12.62198,-71.362144,103.359497,34.544762,-58.381905,63.919727,35.270943,-53.038414,64.343384,-28.673834,-67.813011,101.609268,-29.695091
225,1.875,-86.196671,141.570923,35.47736,-85.11451,136.530334,2.279653,-85.943939,138.275238,-33.312202,-47.872585,62.702961,5.870614,-75.037697,121.970406,-9.867183,-54.827446,87.337219,12.564506,-71.325615,102.874603,34.50703,-58.015148,63.545124,35.209122,-52.842003,64.064804,-28.786951,-67.87085,101.19165,-29.761723
226,1.883,-86.345779,141.035889,35.472706,-85.33345,136.029419,2.282328,-86.186882,137.806763,-33.298157,-47.756351,62.372433,5.78455,-75.122185,121.611046,-9.90774,-54.744457,87.004143,12.516099,-71.309433,102.453445,34.473972,-57.637608,63.282349,35.164352,-52.660496,63.785381,-28.886314,-67.937187,100.820602,-29.806591
227,1.891,-86.506149,140.514099,35.479267,-85.576714,135.500839,2.255093,-86.403503,137.331543,-33.309013,-47.52739,62.148582,5.635086,-75.184784,121.261703,-9.93574,-54.656677,86.666245,12.46088,-71.222168,102.057373,34.464546,-57.257252,62.989628,35.139553,-52.494408,63.491661,-28.989738,-68.015167,100.443672,-29.861134
228,1.899,-86.663528,139.997421,35.47364,-85.829697,134.949844,2.262106,-86.646545,136.862671,-33.290928,-47.374985,61.8792,5.557965,-75.273781,120.917953,-9.954072,-54.534203,86.348602,12.378163,-71.15329,101.649261,34.436619,-56.896477,62.666203,35.073082,-52.352131,63.206249,-29.075798,-68.092857,100.072372,-29.912399
229,1.908,-86.845764,139.381866,35.494423,-86.079163,134.337204,2.284945,-86.906067,136.333496,-33.268059,-47.196285,61.525833,5.452046,-75.379654,120.485008,-9.993185,-54.438465,85.968437,12.28636,-71.12355,101.167168,34.398537,-56.483936,62.282478,35.064774,-52.202564,62.904213,-29.194477,-68.197937,99.64563,-29.967234
230,1.916,-87.025871,138.850403,35.501965,-86.275635,133.800964,2.305084,-87.142647,135.853836,-33.255554,-46.937771,61.282192,5.354154,-75.466026,120.101181,-9.9622,-54.368454,85.658524,12.217793,-71.123886,100.736679,34.352116,-56.12149,61.982464,34.975079,-52.082848,62.612183,-29.284037,-68.293251,99.254723,-30.010241
231,1.925,-87.232224,138.264877,35.51255,-86.563728,133.187225,2.323086,-87.404594,135.329224,-33.209446,-46.742851,60.942429,5.228866,-75.584145,119.660477,-9.970512,-54.277496,85.319382,12.125363,-71.124702,100.258209,34.301502,-55.714218,61.644936,34.955139,-51.968487,62.263046,-29.371113,-68.423691,98.7976,-30.045202
232,1.933,-87.422874,137.743103,35.531921,-86.816902,132.649658,2.334817,-87.653496,134.858109,-33.196072,-46.693001,60.652596,5.17473,-75.710205,119.289421,-9.97052,-54.162651,85.006966,12.029012,-71.114662,99.841248,34.262314,-55.31358,61.406338,34.895172,-51.848167,62.001495,-29.450338,-68.531937,98.383293,-30.082804
233,1.941,-87.598206,137.187622,35.539619,-87.028053,132.109909,2.329067,-87.877716,134.374939,-33.174191,-46.713238,60.349869,5.118476,-75.842484,118.891266,-10.003553,-54.078323,84.680099,11.960692,-71.070763,99.429268,34.235886,-54.953896,61.107697,34.900387,-51.684536,61.77132,-29.481897,-68.650665,98.008186,-30.11767
234,1.95,-87.804535,136.608948,35.528774,-87.331093,131.526962,2.353569,-88.155624,133.848114,-33.153854,-46.75832,60.036617,5.067886,-75.999443,118.449493,-10.028464,-54.009075,84.317581,11.885827,-71.07235,98.949783,34.184326,-54.671562,60.945557,34.858086,-51.46085,61.50816,-29.463232,-68.808052,97.570328,-30.150217
235,1.958,-87.983856,136.10733,35.545132,-87.566147,131.022217,2.368166,-88.39801,133.375671,-33.111088,-46.788048,59.887417,5.052337,-76.153473,118.053749,-10.02167,-53.9771,84.035507,11.81053,-71.120056,98.527954,34.135979,-54.262222,61.000706,34.864395,-51.21563,61.540531,-29.503016,-68.955734,97.175438,-30.170462
236,1.966,-88.175529,135.599838,35.545918,-87.776207,130.543655,2.363369,-88.644966,132.907944,-33.111336,-46.761765,59.781731,5.02031,-76.327446,117.650345,-10.039478,-53.945053,83.750465,11.739622,-71.148628,98.126617,34.089329,-53.895996,60.90173,34.877048,-50.942379,61.474167,-29.555008,-69.111252,96.765511,-30.185095
237,1.975,-88.404808,135.02832,35.566303,-88.057968,129.991089,2.386188,-88.913445,132.371964,-33.107185,-46.605366,59.673985,4.983804,-76.538254,117.170906,-10.059033,-53.910435,83.412842,11.681921,-71.208481,97.659233,34.034843,-53.420685,60.850216,34.873463,-50.636845,61.461594,-29.577679,-69.274208,96.281799,-30.191702
238,1.983,-88.623863,134.521912,35.589237,-88.270523,129.489975,2.41409,-89.14666,131.905869,-33.084599,-46.502609,59.495991,4.890816,-76.726616,116.757355,-10.055313,-53.88652,83.123611,11.639647,-71.26664,97.236137,33.991669,-52.817547,60.87529,34.889114,-50.387466,61.46516,-29.59721,-69.419014,95.860901,-30.196545
239,1.991,-88.829247,134.013382,35.593815,-88.504074,128.979614,2.418897,-89.392265,131.42688,-33.070953,-46.339294,59.310509,4.843209,-76.962265,116.304459,-10.05238,-53.868771,82.851501,11.58433,-71.355034,96.804695,33.94902,-52.33662,60.873837,34.873436,-50.1628,61.456638,-29.644665,-69.571243,95.454727,-30.212753
240,2,-89.052048,133.44632,35.60006,-88.769081,128.429932,2.457099,-89.674179,130.906693,-33.058289,-46.206917,59.008842,4.76682,-77.180901,115.822174,-10.038781,-53.837086,82.510239,11.542437,-71.452553,96.330284,33.908432,-51.760834,60.863407,34.91367,-49.92654,61.458733,-29.734251,-69.738564,95.016388,-30.230173
241,2.008,-89.245926,132.962158,35.605152,-88.994804,127.949036,2.472721,-89.921265,130.45015,-33.022724,-46.069435,58.702015,4.716157,-77.432091,115.373161,-10.024617,-53.817814,82.197144,11.496445,-71.561676,95.909569,33.882454,-51.159752,60.84866,35.018391,-49.728184,61.471134,-29.809734,-69.89447,94.629097,-30.238295
242,2.016,-89.446144,132.463486,35.615822,-89.211258,127.475891,2.468257,-90.150513,129.98555,-32.994854,-45.812965,58.411453,4.648134,-77.685432,114.934479,-10.014186,-53.784245,81.943703,11.454515,-71.676956,95.480881,33.855839,-50.580299,60.86573,35.010632,-49.534279,61.46571,-29.858803,-70.053116,94.222488,-30.241522
243,2.024,-89.666977,131.972366,35.640205,-89.455322,126.998726,2.495438,-90.386131,129.521423,-32.970192,-45.579647,58.105873,4.620992,-77.998283,114.488029,-10.01163,-53.75811,81.639648,11.447697,-71.796432,95.050827,33.832973,-50.04047,60.873707,35.018436,-49.363857,61.47216,-29.895575,-70.196495,93.813934,-30.223978
244,2.033,-89.913605,131.422058,35.6847,-89.703575,126.477539,2.521027,-90.666206,128.988602,-32.959328,-45.33857,57.774143,4.617032,-78.306778,113.957214,-9.985704,-53.75555,81.301056,11.434652,-71.94207,94.559845,33.802769,-49.492435,60.883862,34.94112,-49.185593,61.479568,-29.926443,-70.360878,93.365219,-30.203714
245,2.041,-90.125237,130.943802,35.693062,-89.937714,126.024712,2.527605,-90.90168,128.525375,-32.951546,-45.208279,57.481998,4.597161,-78.586868,113.496887,-9.94867,-53.760559,81.045662,11.403744,-72.05571,94.134613,33.775295,-49.087883,60.878479,34.837692,-49.064098,61.468525,-29.954931,-70.522926,92.971176,-30.188957
246,2.049,-90.330109,130.464218,35.696247,-90.150139,125.528931,2.53238,-91.148102,128.066605,-32.912685,-45.151096,57.255947,4.596262,-78.894814,112.980354,-9.934375,-53.741341,80.77887,11.407381,-72.182983,93.703117,33.738491,-48.834503,60.876656,34.781418,-48.949345,61.481537,-29.978899,-70.683655,92.56781,-30.188063
247,2.058,-90.568993,129.919922,35.698521,-90.425682,124.991188,2.581146,-91.391983,127.526215,-32.882645,-45.150597,57.004387,4.550139,-79.226822,112.440468,-9.906821,-53.731544,80.455688,11.395566,-72.334938,93.211006,33.697044,-48.583004,60.880714,34.718113,-48.853245,61.489296,-29.997709,-70.90757,92.122818,-30.195173
248,2.066,-90.796333,129.426987,35.717739,-90.636589,124.509384,2.586806,-91.641174,127.053238,-32.881989,-45.231064,56.788002,4.542027,-79.519836,111.931862,-9.884175,-53.752075,80.206337,11.357471,-72.468201,92.77449,33.651752,-48.469704,60.848,34.719296,-48.767273,61.486488,-30.00313,-71.112854,91.712364,-30.172031
249,2.075,-91.049889,128.849426,35.771847,-90.850456,123.983742,2.596255,-91.900475,126.525162,-32.874825,-45.343182,56.544907,4.518939,-79.862556,111.292351,-9.86233,-53.800304,79.856171,11.330545,-72.627136,92.28231,33.6017,-48.307465,60.874653,34.684772,-48.693073,61.484821,-29.996481,-71.32618,91.235252,-30.124878
250,2.083,-91.254929,128.36734,35.780178,-91.114845,123.485626,2.604866,-92.143005,126.0476,-32.879032,-45.445614,56.359856,4.489583,-80.152168,110.76088,-9.833464,-53.821499,79.559669,11.304113,-72.764832,91.845665,33.550964,-48.21957,60.878098,34.68787,-48.652103,61.483047,-29.988766,-71.534416,90.773964,-30.063053
251,2.091,-91.464821,127.866158,35.775368,-91.344154,123.020645,2.650794,-92.360947,125.58252,-32.863129,-45.562531,56.179855,4.476923,-80.47438,110.2257,-9.809213,-53.851665,79.289207,11.26517,-72.89814,91.419434,33.507538,-48.134472,60.867119,34.681549,-48.615482,61.468136,-29.97036,-71.760345,90.334793,-29.993057
252,2.1,-91.707443,127.306328,35.763653,-91.619942,122.474884,2.61179,-92.612183,125.040901,-32.853863,-45.722355,55.919594,4.437498,-80.81691,109.633842,-9.795177,-53.880714,78.938278,11.233097,-73.052979,90.939217,33.454037,-48.034035,60.873138,34.680794,-48.591175,61.466431,-29.951626,-71.995094,89.821716,-29.915813
253,2.108,-91.910721,126.784256,35.771759,-91.842453,121.968819,2.614322,-92.830482,124.555275,-32.843521,-45.846195,55.724464,4.433419,-81.120216,109.072426,-9.804174,-53.959976,78.632919,11.19768,-73.180389,90.504555,33.40633,-47.956196,60.867756,34.681721,-48.585312,61.470646,-29.93811,-72.251091,89.352974,-29.846128
254,2.116,-92.121735,126.272736,35.764858,-92.038849,121.49221,2.648873,-93.03476,124.058273,-32.826668,-46.002327,55.469864,4.400525,-81.415955,108.551193,-9.791863,-53.989738,78.346672,11.150523,-73.30381,90.06163,33.35498,-47.876541,60.873341,34.652729,-48.580025,61.476189,-29.924784,-72.460945,88.879303,-29.771446
255,2.125,-92.365166,125.67408,35.808014,-92.273941,120.892586,2.657932,-93.297752,123.509911,-32.834194,-46.091438,55.17255,4.394938,-81.711143,107.930923,-9.783259,-54.056168,77.959641,11.130018,-73.448822,89.55262,33.297962,-47.769146,60.877144,34.599545,-48.571472,61.476673,-29.906963,-72.739532,88.348396,-29.695845
256,2.133,-92.561302,125.160324,35.826309,-92.53804,120.373367,2.64288,-93.500877,123.020599,-32.842922,-46.256916,54.887093,4.368161,-82.023331,107.38559,-9.788194,-54.089939,77.627914,11.107723,-73.596581,89.088791,33.259075,-47.706203,60.88279,34.548218,-48.562614,61.483566,-29.871174,-72.944901,87.860229,-29.615793
257,2.141,-92.758751,124.648895,35.815792,-92.796288,119.848038,2.648382,-93.685165,122.537849,-32.822433,-46.364616,54.580772,4.357415,-82.300774,106.857452,-9.787588,-54.109501,77.356331,11.082253,-73.750397,88.615097,33.219334,-47.621056,60.90678,34.470612,-48.540737,61.4911,-29.841705,-73.141327,87.371559,-29.546162
258,2.149,-92.950905,124.114716,35.805786,-93.029488,119.331589,2.664331,-93.869423,122.02504,-32.805122,-46.436317,54.31242,4.329549,-82.581497,106.249832,-9.784595,-54.199783,76.967133,11.039078,-73.888771,88.14209,33.180923,-47.568981,60.90073,34.419052,-48.519974,61.496727,-29.808653,-73.370499,86.868744,-29.477955
259,2.158,-93.15873,123.518929,35.799667,-93.272514,118.736359,2.652667,-94.109001,121.433243,-32.791019,-46.53244,53.987198,4.31758,-82.856537,105.5905,-9.780269,-54.252033,76.547554,11.016484,-74.058495,87.600021,33.143051,-47.517452,60.904533,34.343464,-48.500271,61.49527,-29.766392,-73.588165,86.293449,-29.395649
260,2.166,-93.357719,122.956131,35.794811,-93.480515,118.165497,2.655137,-94.307816,120.914223,-32.777519,-46.624855,53.714798,4.291551,-83.148682,105.00666,-9.797521,-54.325485,76.172432,10.992319,-74.175163,87.132957,33.111057,-47.449196,60.911251,34.253651,-48.475113,61.497425,-29.730494,-73.763641,85.792671,-29.338852
261,2.174,-93.547913,122.400452,35.789917,-93.696442,117.601028,2.67017,-94.48925,120.380783,-32.779816,-46.71875,53.440945,4.275963,-83.414093,104.418121,-9.80969,-54.394184,75.830612,10.945545,-74.304459,86.656693,33.077656,-47.428066,60.918488,34.138519,-48.471424,61.493759,-29.685432,-73.949821,85.291328,-29.309875
262,2.183,-93.751923,121.78447,35.815449,-93.97274,116.987991,2.713896,-94.688423,119.790672,-32.76944,-46.867714,53.150223,4.244967,-83.737617,103.734398,-9.809142,-54.495136,75.398949,10.901939,-74.426804,86.125198,33.044762,-47.434036,60.906689,34.049683,-48.462193,61.4958,-29.646101,-74.129807,84.738937,-29.308704
263,2.191,-93.952614,121.216988,35.850689,-94.222244,116.396187,2.683127,-94.864044,119.264732,-32.754002,-47.04314,52.896339,4.223731,-83.976959,103.11216,-9.769657,-54.559505,75.006508,10.883568,-74.560364,85.647186,33.036259,-47.439053,60.90554,33.982609,-48.451431,61.493458,-29.612373,-74.272163,84.268799,-29.314445
264,2.2,-94.14949,120.575157,35.865749,-94.47744,115.717888,2.685269,-95.053345,118.66655,-32.711838,-47.231342,52.59618,4.193434,-84.290619,102.395164,-9.731809,-54.678898,74.528114,10.875184,-74.686356,85.11396,33.020672,-47.440315,60.882454,33.867672,-48.432362,61.494881,-29.572655,-74.445564,83.710052,-29.327785
265,2.208,-94.318787,120.030807,35.870808,-94.677803,115.152802,2.698046,-95.228127,118.13092,-32.670578,-47.403481,52.332603,4.1575,-84.607529,101.789513,-9.731893,-54.80724,74.134323,10.848828,-74.763069,84.651382,33.019119,-47.426067,60.886826,33.789703,-48.424896,61.493713,-29.54002,-74.586494,83.220543,-29.345041
266,2.216,-94.504814,119.488052,35.861279,-94.88224,114.567635,2.725311,-95.404282,117.593323,-32.638748,-47.533592,52.088917,4.119524,-84.893265,101.140419,-9.737694,-54.903309,73.765877,10.813138,-74.851814,84.18409,33.014503,-47.385178,60.908962,33.696011,-48.423622,61.499779,-29.509228,-74.728188,82.761398,-29.363695
267,2.225,-94.695992,118.869186,35.855492,-95.111885,113.912521,2.728577,-95.599815,117.00547,-32.61208,-47.691555,51.817657,4.074451,-85.263855,100.385223,-9.689462,-55.071766,73.265594,10.799064,-74.92334,83.686844,33.022251,-47.358749,60.912037,33.622662,-48.435608,61.496086,-29.459064,-74.889549,82.236183,-29.400536
268,2.233,-94.869072,118.337509,35.854145,-95.318848,113.308105,2.756522,-95.766808,116.506622,-32.571232,-47.839462,51.549793,4.030132,-85.541656,99.747482,-9.654724,-55.211842,72.850502,10.787625,-75.018936,83.223518,33.024044,-47.281559,60.915749,33.545559,-48.446072,61.496944,-29.425407,-75.017952,81.770668,-29.432339
269,2.241,-95.037231,117.812798,35.850899,-95.514748,112.720856,2.774637,-95.939842,115.993011,-32.546608,-47.967857,51.340149,3.993593,-85.866943,99.091545,-9.634298,-55.32605,72.457329,10.764687,-75.129013,82.758484,33.022205,-47.2785,60.887634,33.453114,-48.459686,61.500847,-29.39185,-75.12809,81.315239,-29.441048
270,2.25,-95.237579,117.190849,35.854694,-95.728447,112.06752,2.786648,-96.127014,115.431854,-32.514175,-48.177357,51.060146,3.935746,-86.243591,98.346519,-9.604413,-55.485355,72.070435,10.708189,-75.293221,82.218346,33.016117,-47.181911,60.905647,33.351593,-48.477718,61.499352,-29.354874,-75.278572,80.791786,-29.424047
271,2.258,-95.428101,116.659286,35.858337,-95.923347,111.498322,2.800248,-96.29248,114.944016,-32.47094,-48.285683,50.890629,3.920753,-86.595016,97.728371,-9.612843,-55.625565,71.668686,10.6899,-75.449409,81.743126,33.010231,-47.121208,60.858543,33.282501,-48.46933,61.502369,-29.316673,-75.420036,80.312126,-29.403805
272,2.266,-95.612831,116.135445,35.900928,-96.069923,110.943176,2.803231,-96.464188,114.457115,-32.436543,-48.345928,50.755032,3.911712,-86.901268,97.082481,-9.606924,-55.775505,71.251846,10.690312,-75.612228,81.269913,33.010883,-47.026646,60.83157,33.21571,-48.460129,61.498077,-29.282873,-75.55706,79.848442,-29.369169
273,2.274,-95.773926,115.636993,35.919361,-96.229294,110.356712,2.830905,-96.628052,113.973549,-32.393951,-48.432652,50.601894,3.895071,-87.237236,96.432297,-9.589508,-55.937885,70.904198,10.644161,-75.767555,80.807373,33.010429,-46.948944,60.755348,33.144844,-48.451649,61.49633,-29.248062,-75.704033,79.392479,-29.335037
274,2.283,-95.972504,115.044357,35.927399,-96.421753,109.743439,2.887963,-96.811783,113.426483,-32.348804,-48.516788,50.44743,3.875813,-87.625374,95.698204,-9.549921,-56.0825,70.479088,10.619431,-75.951591,80.27002,33.012001,-46.800873,60.656864,33.053459,-48.447548,61.493801,-29.192019,-75.877678,78.921234,-29.314703
275,2.291,-96.160141,114.548943,35.928638,-96.598167,109.207703,2.881317,-96.973671,112.945808,-32.308807,-48.587246,50.342922,3.878682,-87.932991,95.092598,-9.542227,-56.241077,70.057732,10.641416,-76.066101,79.82074,33.018936,-46.713223,60.552036,33.007614,-48.442764,61.494194,-29.15579,-76.022507,78.492371,-29.301006
