,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1030,Unlabeled 1030,Unlabeled 1030,Unlabeled 1031,Unlabeled 1031,Unlabeled 1031,Unlabeled 1032,Unlabeled 1032,Unlabeled 1032,Unlabeled 1033,Unlabeled 1033,Unlabeled 1033,Unlabeled 1034,Unlabeled 1034,Unlabeled 1034,Unlabeled 1035,Unlabeled 1035,Unlabeled 1035,Unlabeled 1036,Unlabeled 1036,Unlabeled 1036,Unlabeled 1037,Unlabeled 1037,Unlabeled 1037,Unlabeled 1038,Unlabeled 1038,Unlabeled 1038,Unlabeled 1039,Unlabeled 1039,Unlabeled 1039
,ID,209BA3D90807A0911EE,209BA3D90807A0911EE,209BA3D90807A0911EE,20BBA3D90807A0911EE,20BBA3D90807A0911EE,20BBA3D90807A0911EE,20DBA3D90807A0911EE,20DBA3D90807A0911EE,20DBA3D90807A0911EE,210BA3D90807A0911EE,210BA3D90807A0911EE,210BA3D90807A0911EE,214BA3D90807A0911EE,214BA3D90807A0911EE,214BA3D90807A0911EE,215BA3D90807A0911EE,215BA3D90807A0911EE,215BA3D90807A0911EE,216BA3D90807A0911EE,216BA3D90807A0911EE,216BA3D90807A0911EE,217BA3D90807A0911EE,217BA3D90807A0911EE,217BA3D90807A0911EE,218BA3D90807A0911EE,218BA3D90807A0911EE,218BA3D90807A0911EE,219BA3D90807A0911EE,219BA3D90807A0911EE,219BA3D90807A0911EE
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1130,9.416,-14.073456,109.50415,-7.253373,-0.13216,99.532715,-4.376691,3.716231,87.200035,-0.314451,16.76053,77.836433,3.378517,1.882028,107.15332,-6.774103,18.17292,108.135475,-6.908198,17.520874,92.499947,-2.187018,0.18326,77.106133,3.880944,-14.460415,93.643387,-1.94581,-15.013453,79.316467,4.245191
1131,9.425,-14.081746,109.652534,-7.521631,-0.120722,99.675385,-4.633497,3.712701,87.338684,-0.608816,16.759586,77.978546,3.02726,1.860485,107.315887,-7.045547,18.134966,108.308434,-7.155486,17.514252,92.663483,-2.464381,0.202191,77.231674,3.603116,-14.432515,93.770309,-2.241088,-14.996481,79.41774,3.929241
1132,9.433,-14.100139,109.771194,-7.722617,-0.13513,99.812767,-4.903696,3.728479,87.47139,-0.894363,16.7724,78.08075,2.694581,1.849073,107.466713,-7.255227,18.133099,108.481216,-7.365732,17.506195,92.805634,-2.728382,0.214132,77.358452,3.298539,-14.436457,93.890175,-2.500998,-14.980033,79.507271,3.602333
1133,9.441,-14.110969,109.903969,-7.96269,-0.128516,99.947968,-5.148607,3.748962,87.594917,-1.181569,16.788464,78.202042,2.356378,1.829166,107.621048,-7.487602,18.134087,108.63913,-7.595312,17.513407,92.961609,-3.009324,0.232146,77.476578,2.987078,-14.424014,94.006393,-2.7894,-14.969187,79.610481,3.232831
1134,9.449,-14.121473,110.043129,-8.194654,-0.136011,100.081566,-5.422769,3.745227,87.727318,-1.489916,16.811878,78.336525,1.992994,1.825341,107.776665,-7.708225,18.119621,108.80368,-7.814266,17.52018,93.118286,-3.288674,0.251044,77.589951,2.65759,-14.421468,94.131065,-3.096661,-14.93082,79.677116,2.859364
1135,9.458,-14.135623,110.215782,-8.442832,-0.133284,100.25959,-5.740539,3.746973,87.893257,-1.85784,16.829176,78.496338,1.560482,1.815282,107.959625,-7.97471,18.115326,109.016327,-8.051374,17.537638,93.300049,-3.619683,0.266765,77.7332,2.256913,-14.425625,94.28083,-3.446721,-14.902454,79.767975,2.410328
1136,9.466,-14.141026,110.381485,-8.690233,-0.117421,100.418816,-6.013255,3.768973,88.023323,-2.184914,16.861612,78.630737,1.161212,1.804571,108.130684,-8.223116,18.096857,109.209785,-8.282798,17.539854,93.469658,-3.917416,0.280526,77.86834,1.871412,-14.40963,94.413605,-3.763962,-14.88754,79.873779,1.986822
1137,9.474,-14.147335,110.537422,-8.929304,-0.121475,100.58284,-6.310642,3.787181,88.170387,-2.538782,16.874943,78.771164,0.738468,1.805842,108.294281,-8.447342,18.072538,109.40657,-8.528979,17.549879,93.640144,-4.234265,0.293357,78.007164,1.452144,-14.38418,94.545998,-4.114494,-14.856174,79.967026,1.533657
1138,9.483,-14.15759,110.719742,-9.173955,-0.122202,100.779854,-6.64361,3.812073,88.341537,-2.964807,16.910501,78.932007,0.263219,1.785978,108.511375,-8.69723,18.072172,109.633949,-8.78901,17.559,93.843231,-4.599418,0.320685,78.128448,0.946766,-14.373706,94.700745,-4.525556,-14.826995,80.065765,0.995876
1139,9.491,-14.163442,110.897911,-9.417291,-0.124437,100.969002,-6.936616,3.821637,88.489876,-3.365352,16.928007,79.086006,-0.175053,1.768858,108.707901,-8.939687,18.076799,109.84317,-9.012335,17.563915,94.022636,-4.933774,0.344777,78.248199,0.479337,-14.364147,94.847198,-4.883456,-14.80657,80.157364,0.494549
1140,9.5,-14.17885,111.113907,-9.685321,-0.13104,101.179764,-7.258256,3.831877,88.668564,-3.819837,16.954884,79.25528,-0.686906,1.771774,108.912865,-9.191721,18.051985,110.075569,-9.279801,17.573195,94.233795,-5.310273,0.364414,78.38549,-0.074646,-14.359154,95.021049,-5.2941,-14.770922,80.265007,-0.086862
1141,9.508,-14.192067,111.295044,-9.915027,-0.136269,101.37484,-7.557077,3.853233,88.836578,-4.230651,16.964384,79.389885,-1.172581,1.765334,109.109184,-9.427202,18.056686,110.286461,-9.510134,17.573032,94.420052,-5.654053,0.383332,78.519165,-0.584226,-14.333466,95.176453,-5.673403,-14.737113,80.35479,-0.631431
1142,9.516,-14.195296,111.480835,-10.138351,-0.10999,101.576591,-7.8294,3.863671,88.999496,-4.643406,16.987795,79.554047,-1.646115,1.751317,109.343246,-9.678458,18.057526,110.515259,-9.743114,17.582031,94.623161,-6.006775,0.41422,78.623238,-1.115232,-14.315756,95.327927,-6.057549,-14.718676,80.45108,-1.186463
1143,9.525,-14.196084,111.694252,-10.382292,-0.102521,101.794968,-8.182415,3.884404,89.19265,-5.115881,17.016407,79.749619,-2.205214,1.753847,109.564117,-9.934963,18.026745,110.779823,-9.998498,17.591036,94.856552,-6.412807,0.456422,78.760101,-1.728271,-14.299292,95.490799,-6.494391,-14.709905,80.575287,-1.849707
1144,9.533,-14.209249,111.887489,-10.590238,-0.105663,101.986824,-8.481531,3.898943,89.365379,-5.55971,17.051699,79.913002,-2.732328,1.747965,109.762192,-10.164045,18.015568,111.015251,-10.240553,17.608032,95.062195,-6.770943,0.485917,78.903236,-2.293041,-14.303745,95.64859,-6.897305,-14.673196,80.67318,-2.44016
1145,9.541,-14.215812,112.097977,-10.810916,-0.087925,102.188133,-8.748521,3.923333,89.553856,-6.007154,17.089802,80.088005,-3.259133,1.750313,110.000946,-10.405252,18.021971,111.268509,-10.457281,17.638115,95.283539,-7.144087,0.524803,79.041084,-2.895267,-14.280805,95.829247,-7.304901,-14.650547,80.791107,-3.028413
1146,9.55,-14.208152,112.356171,-11.041074,-0.095027,102.453529,-9.085511,3.944509,89.778748,-6.519279,17.12545,80.29538,-3.849181,1.739171,110.302589,-10.689694,18.016569,111.542747,-10.706553,17.66326,95.543259,-7.566739,0.570401,79.212845,-3.575389,-14.263666,96.04631,-7.766348,-14.622646,80.9356,-3.724583
1147,9.558,-14.218394,112.586929,-11.233785,-0.097699,102.687096,-9.385724,3.977756,89.993149,-6.988903,17.15497,80.504868,-4.390519,1.749671,110.52549,-10.906568,18.006598,111.809608,-10.930809,17.682869,95.782272,-7.944284,0.605584,79.385368,-4.184968,-14.25031,96.250984,-8.17597,-14.585453,81.075661,-4.374159
1148,9.566,-14.223083,112.805107,-11.426088,-0.077057,102.932426,-9.700768,4.009403,90.227211,-7.46561,17.192038,80.718697,-4.952381,1.745187,110.804153,-11.109268,18.01483,112.086884,-11.133108,17.700525,96.028183,-8.328381,0.639358,79.56263,-4.83077,-14.235375,96.45681,-8.596364,-14.557404,81.234833,-5.042027
1149,9.574,-14.223595,113.050613,-11.604328,-0.059952,103.203346,-10.022158,4.034739,90.457397,-7.942718,17.233175,80.93911,-5.503731,1.733215,111.066963,-11.344751,18.03479,112.363243,-11.344689,17.723505,96.28215,-8.715874,0.684055,79.749336,-5.483689,-14.214706,96.678528,-9.021178,-14.529474,81.412109,-5.726367
1150,9.583,-14.227917,113.350403,-11.797045,-0.029906,103.502968,-10.358555,4.035931,90.744469,-8.499358,17.271414,81.195724,-6.13587,1.757618,111.353752,-11.568887,18.009817,112.701973,-11.572008,17.748951,96.578308,-9.143763,0.72551,79.995636,-6.23168,-14.195498,96.945633,-9.499219,-14.478249,81.607445,-6.502075
1151,9.591,-14.228635,113.607658,-11.963828,-0.021776,103.760124,-10.641068,4.063392,90.998299,-8.984282,17.305042,81.444046,-6.706515,1.754701,111.6632,-11.767617,18.012487,112.984314,-11.764096,17.766338,96.846405,-9.520388,0.762684,80.194832,-6.902335,-14.195386,97.204536,-9.925289,-14.440963,81.803551,-7.212338
1152,9.599,-14.228165,113.88755,-12.136945,-0.01761,104.02327,-10.934986,4.081187,91.251076,-9.474526,17.329514,81.68486,-7.286117,1.740793,111.934616,-11.973465,18.024284,113.283936,-11.951283,17.787642,97.128288,-9.894928,0.798644,80.41481,-7.579765,-14.165494,97.458626,-10.352447,-14.401468,82.014549,-7.908758
1153,9.608,-14.214889,114.189934,-12.306089,-0.0219,104.360222,-11.255123,4.110275,91.533951,-10.002832,17.353603,81.935883,-7.932866,1.751398,112.276169,-12.147431,18.000586,113.61734,-12.146866,17.807791,97.445869,-10.315057,0.833362,80.669365,-8.354478,-14.139289,97.739151,-10.819183,-14.365541,82.245491,-8.724524
1154,9.616,-14.216683,114.458015,-12.457427,-0.031259,104.632866,-11.536642,4.122324,91.792381,-10.484632,17.398111,82.180748,-8.506773,1.72948,112.560699,-12.328701,18.019421,113.8936,-12.297779,17.821663,97.713455,-10.678722,0.857766,80.91214,-9.025552,-14.123583,97.986382,-11.244678,-14.328863,82.470116,-9.438714
1155,9.625,-14.216058,114.753891,-12.59118,-0.031909,104.944191,-11.862947,4.131769,92.100891,-11.050328,17.43327,82.459953,-9.159207,1.740821,112.889183,-12.523887,18.001446,114.218948,-12.477683,17.847044,98.016159,-11.07886,0.890326,81.154198,-9.775385,-14.086655,98.28373,-11.725007,-14.291601,82.717468,-10.242586
1156,9.633,-14.226013,115.007652,-12.722525,0.008063,105.234825,-12.097669,4.140764,92.361748,-11.548162,17.461658,82.713417,-9.750379,1.752521,113.151146,-12.669558,18.0205,114.483894,-12.619562,17.863628,98.28788,-11.430084,0.909658,81.403374,-10.454069,-14.066507,98.55088,-12.129826,-14.273553,82.968727,-10.968567
1157,9.641,-14.219716,115.257858,-12.815684,0.027142,105.483459,-12.36533,4.159484,92.610893,-12.01652,17.470146,82.946861,-10.339832,1.748303,113.421608,-12.812367,18.025215,114.764832,-12.770382,17.87825,98.543373,-11.775825,0.931359,81.646988,-11.128262,-14.047335,98.808113,-12.521644,-14.232538,83.191002,-11.681716
1158,9.65,-14.227751,115.530571,-12.936157,0.042765,105.761002,-12.655912,4.180164,92.896988,-12.547274,17.504126,83.208794,-10.996383,1.764773,113.706673,-12.953061,18.048445,115.041771,-12.898852,17.910881,98.835663,-12.15583,0.946852,81.930794,-11.897462,-14.027911,99.095879,-12.956985,-14.20259,83.464905,-12.493468
1159,9.658,-14.231783,115.784813,-13.037072,0.018567,106.047752,-12.899945,4.1661,93.180351,-13.031774,17.522684,83.451057,-11.576504,1.778733,113.938126,-13.069441,18.046537,115.304161,-13.028143,17.929306,99.095512,-12.489732,0.964611,82.177612,-12.562321,-14.006387,99.353401,-13.341811,-14.168861,83.722832,-13.20439
1160,9.666,-14.241208,116.03167,-13.136763,0.020386,106.285904,-13.109404,4.180957,93.443993,-13.513036,17.540726,83.683708,-12.154617,1.76176,114.204979,-13.197502,18.055222,115.527344,-13.115962,17.935818,99.334793,-12.821068,0.984808,82.432022,-13.227731,-14.006387,99.598587,-13.715468,-14.150015,83.9702,-13.897449
1161,9.675,-14.269667,116.293228,-13.25797,0.016776,106.549957,-13.35308,4.193607,93.711014,-14.026536,17.552982,83.930496,-12.827301,1.762361,114.468826,-13.301274,18.023924,115.79126,-13.223793,17.955761,99.598625,-13.1888,1.01477,82.69355,-13.959053,-13.983729,99.88353,-14.117716,-14.108363,84.263695,-14.691681
1162,9.683,-14.263901,116.522217,-13.322677,0.024224,106.790222,-13.591531,4.207156,93.944588,-14.473574,17.570559,84.144249,-13.378988,1.780843,114.681877,-13.426295,18.040749,115.991905,-13.301888,17.96312,99.821075,-13.49881,1.027019,82.949829,-14.60605,-13.971588,100.107597,-14.461647,-14.084864,84.503464,-15.375313
1163,9.691,-14.271551,116.710686,-13.401525,0.044239,106.998886,-13.77251,4.207726,94.178917,-14.913572,17.588249,84.365746,-13.950294,1.786642,114.886116,-13.493472,18.053034,116.191971,-13.357931,17.977093,100.028656,-13.812649,1.052694,83.173332,-15.240222,-13.967818,100.338348,-14.79022,-14.040516,84.772171,-16.060349
1164,9.699,-14.278746,116.877052,-13.455018,0.048683,107.193329,-13.992508,4.220418,94.39949,-15.335224,17.604357,84.588554,-14.530362,1.796373,115.059158,-13.55096,18.08049,116.368401,-13.441322,17.982704,100.233879,-14.112766,1.064881,83.402321,-15.859898,-13.948926,100.559853,-15.1172,-14.019876,85.019241,-16.719196
1165,9.708,-14.272681,117.055832,-13.484265,0.068956,107.4077,-14.182003,4.234339,94.641861,-15.800005,17.598917,84.797356,-15.156993,1.762042,115.289261,-13.652197,18.091072,116.555702,-13.508485,17.998499,100.457527,-14.43643,1.078615,83.665771,-16.552532,-13.93882,100.802002,-15.465532,-13.99723,85.303413,-17.447567
1166,9.716,-14.271207,117.17762,-13.507708,0.055809,107.590126,-14.366378,4.244473,94.846657,-16.202959,17.607168,85.003159,-15.71916,1.760835,115.451599,-13.695624,18.062267,116.719795,-13.529605,17.998724,100.629875,-14.715587,1.081034,83.89666,-17.165596,-13.936293,101.001122,-15.768001,-13.982366,85.548042,-18.076086
1167,9.724,-14.261596,117.30732,-13.515559,0.042589,107.759117,-14.55912,4.238122,95.055214,-16.609341,17.622004,85.205971,-16.2754,1.771073,115.568146,-13.731374,18.054155,116.83757,-13.546923,18.012287,100.804176,-14.978959,1.092757,84.10614,-17.747448,-13.939342,101.18042,-16.070625,-13.967435,85.79155,-18.688139
1168,9.733,-14.268684,117.428566,-13.537398,0.049879,107.938004,-14.730866,4.23736,95.269318,-17.038708,17.619877,85.391273,-16.869186,1.787533,115.725815,-13.767578,18.063898,116.966209,-13.569176,17.99943,100.98703,-15.275876,1.10461,84.350174,-18.409237,-13.934839,101.380035,-16.386507,-13.940657,86.056213,-19.363379
1169,9.741,-14.273827,117.521408,-13.547008,0.061581,108.04435,-14.873833,4.248024,95.432739,-17.389296,17.620426,85.572334,-17.382231,1.794765,115.843437,-13.795133,18.053713,117.074181,-13.569172,18.016436,101.126389,-15.523296,1.114948,84.559845,-18.970562,-13.916927,101.544617,-16.650398,-13.949358,86.28627,-19.938545
1170,9.75,-14.270689,117.639038,-13.532575,0.059743,108.218849,-15.048036,4.239812,95.620117,-17.790955,17.600031,85.776062,-17.973913,1.778656,115.966393,-13.857121,18.054939,117.162468,-13.57292,18.020418,101.272034,-15.774387,1.105644,84.759438,-19.582644,-13.910437,101.726959,-16.925856,-13.933177,86.539551,-20.558411
1171,9.758,-14.287585,117.720703,-13.539781,0.056859,108.300247,-15.161231,4.233158,95.78437,-18.138622,17.603819,85.921822,-18.480764,1.780015,116.057922,-13.873446,18.063608,117.218689,-13.569911,17.998318,101.383087,-15.998976,1.103754,84.96801,-20.107092,-13.917875,101.869118,-17.171644,-13.924879,86.763374,-21.088017
1172,9.766,-14.300368,117.789551,-13.536986,0.032733,108.405563,-15.314695,4.234961,95.940598,-18.470369,17.607216,86.080879,-18.953981,1.780312,116.113068,-13.871559,18.07267,117.265129,-13.556199,18.010517,101.493095,-16.203703,1.094789,85.142342,-20.619455,-13.916506,101.992882,-17.402859,-13.923756,86.97747,-21.603062
1173,9.775,-14.306408,117.865463,-13.5028,0.034827,108.499931,-15.438622,4.229255,96.098701,-18.832594,17.604685,86.244293,-19.480429,1.789487,116.176941,-13.867435,18.069157,117.299774,-13.517894,18.000134,101.601013,-16.428192,1.089206,85.336143,-21.171492,-13.923913,102.144562,-17.633448,-13.926014,87.204666,-22.145826
1174,9.783,-14.315973,117.917213,-13.481015,0.038018,108.548119,-15.513865,4.216411,96.225449,-19.136362,17.581297,86.367409,-19.935005,1.773884,116.245056,-13.845942,18.05987,117.321907,-13.46679,17.991337,101.671013,-16.600828,1.074175,85.512207,-21.644785,-13.929285,102.257713,-17.832926,-13.922812,87.398026,-22.604143
1175,9.791,-14.317174,117.943977,-13.43589,0.026289,108.599915,-15.614028,4.22395,96.346321,-19.396465,17.574354,86.504654,-20.371544,1.762421,116.281387,-13.820712,18.057001,117.326462,-13.417151,17.972902,101.746323,-16.77042,1.058928,85.683212,-22.10808,-13.937128,102.364304,-18.019365,-13.927251,87.591972,-23.03507
1176,9.8,-14.309551,117.946335,-13.365377,0.004875,108.675911,-15.724723,4.210839,96.489708,-19.719294,17.546019,86.65741,-20.833902,1.761031,116.305374,-13.785662,18.051733,117.316521,-13.358195,17.971207,101.817474,-16.935898,1.04336,85.86528,-22.609087,-13.95002,102.483704,-18.22735,-13.933866,87.809265,-23.494907
1177,9.808,-14.293583,117.940674,-13.267382,0.00906,108.725929,-15.78656,4.190996,96.59359,-19.975439,17.534897,86.757568,-21.235214,1.767308,116.317513,-13.742158,18.047165,117.297531,-13.302745,17.968464,101.863083,-17.084009,1.026723,86.021576,-23.031029,-13.947049,102.571556,-18.370693,-13.948507,87.979111,-23.873831
1178,9.816,-14.280825,117.944954,-13.199542,0.015288,108.745811,-15.821918,4.183632,96.682327,-20.201559,17.514948,86.877785,-21.615364,1.793888,116.340065,-13.688375,18.044281,117.265114,-13.240496,17.956387,101.904083,-17.204571,1.010749,86.178299,-23.426544,-13.949889,102.651619,-18.516129,-13.974071,88.14003,-24.230328
1179,9.824,-14.28732,117.942703,-13.148165,0.019267,108.761307,-15.845935,4.178216,96.780281,-20.432068,17.495884,86.973259,-21.938076,1.79121,116.302422,-13.611439,18.067598,117.213509,-13.149823,17.951225,101.928154,-17.297993,0.997651,86.327362,-23.809271,-13.959575,102.725616,-18.660202,-14.005047,88.288101,-24.55529
1180,9.833,-14.297278,117.906105,-13.071299,0.017811,108.774445,-15.863407,4.17223,96.878433,-20.667231,17.486895,87.085197,-22.307243,1.785383,116.253815,-13.514127,18.056479,117.156448,-13.036455,17.933039,101.946579,-17.401236,0.976058,86.479202,-24.221733,-13.972651,102.793083,-18.767218,-14.049474,88.449425,-24.900999
1181,9.841,-14.293311,117.858932,-12.981735,0.014649,108.780693,-15.86767,4.174231,96.955994,-20.852909,17.460814,87.175194,-22.624384,1.771487,116.233849,-13.43655,18.04594,117.105774,-12.942073,17.92643,101.958427,-17.474432,0.962308,86.609871,-24.566845,-13.987165,102.833557,-18.846148,-14.071862,88.571228,-25.161901
1182,9.849,-14.283951,117.808601,-12.873988,0.008142,108.782402,-15.852483,4.166939,97.012863,-21.007841,17.446339,87.251732,-22.901726,1.769614,116.208199,-13.368015,18.038404,117.047714,-12.85546,17.924433,101.961205,-17.528576,0.957798,86.735603,-24.882212,-13.992641,102.871094,-18.925589,-14.092618,88.691589,-25.404966
1183,9.858,-14.267914,117.76915,-12.759765,-0.000086,108.774612,-15.829606,4.158978,97.095558,-21.173473,17.450829,87.345963,-23.183178,1.768053,116.135559,-13.253452,18.042395,116.95546,-12.710555,17.912975,101.952049,-17.590826,0.958455,86.879707,-25.21953,-13.98836,102.912544,-19.006374,-14.136845,88.812935,-25.663208
1184,9.866,-14.308689,117.717026,-12.674218,-0.0029,108.757912,-15.799375,4.15698,97.147392,-21.301432,17.439941,87.426254,-23.428185,1.785404,116.07019,-13.128963,18.034948,116.880157,-12.604819,17.912018,101.936409,-17.621262,0.955081,87.006332,-25.505417,-13.990876,102.930359,-19.040895,-14.165235,88.904526,-25.839197
1185,9.875,-14.319266,117.657295,-12.575669,-0.001533,108.733139,-15.754745,4.150281,97.185616,-21.409592,17.43503,87.480232,-23.633007,1.790534,116.021286,-13.018969,18.038563,116.795601,-12.490404,17.914448,101.909103,-17.6362,0.964047,87.125031,-25.783432,-14.003855,102.932266,-19.054472,-14.195471,88.988846,-26.022678
1186,9.883,-14.309816,117.595039,-12.460894,0.00235,108.694611,-15.699656,4.137261,97.225922,-21.486391,17.422487,87.516495,-23.800346,1.814458,115.962807,-12.915461,18.063416,116.691521,-12.351931,17.913069,101.873825,-17.639818,0.964156,87.221634,-26.009035,-14.024559,102.925613,-19.048016,-14.217917,89.04776,-26.153669
1187,9.891,-14.31028,117.512489,-12.350839,0.032068,108.633255,-15.597012,4.130246,97.250359,-21.54772,17.436007,87.537971,-23.943211,1.813689,115.85817,-12.793869,18.042587,116.592766,-12.232843,17.916426,101.836906,-17.626425,0.969106,87.307159,-26.203346,-14.050976,102.909409,-19.02346,-14.239306,89.102097,-26.248678
1188,9.9,-14.306414,117.422592,-12.225943,0.043389,108.56749,-15.486757,4.127019,97.26693,-21.600454,17.431814,87.548225,-24.072575,1.805275,115.778366,-12.663973,18.021732,116.488907,-12.10164,17.923864,101.790703,-17.59157,0.960336,87.385765,-26.391966,-14.076283,102.875732,-18.977224,-14.262586,89.141052,-26.325735
1189,9.908,-14.30077,117.361626,-12.109339,0.039329,108.525719,-15.411038,4.119973,97.271385,-21.631218,17.415792,87.559303,-24.15666,1.74957,115.725517,-12.573579,18.049644,116.356743,-11.951107,17.926348,101.739441,-17.551025,0.960448,87.443863,-26.520092,-14.094685,102.837845,-18.91888,-14.285456,89.15995,-26.367342
1190,9.916,-14.304122,117.279175,-12.004374,0.03345,108.459702,-15.306388,4.11108,97.264526,-21.629923,17.408218,87.555893,-24.201622,1.706807,115.664139,-12.477418,18.067953,116.260735,-11.844366,17.926943,101.676132,-17.490204,0.956298,87.491379,-26.624865,-14.099926,102.784935,-18.837614,-14.308188,89.162056,-26.38101
1191,9.925,-14.299088,117.184464,-11.873806,0.0593,108.364258,-15.146147,4.094375,97.252365,-21.577755,17.409187,87.524689,-24.224817,1.711064,115.555779,-12.340364,18.108196,116.136887,-11.688188,17.925224,101.595245,-17.404375,0.949674,87.533875,-26.714811,-14.111069,102.731415,-18.748985,-14.338207,89.148491,-26.361946
1192,9.933,-14.287226,117.111839,-11.736773,0.056894,108.303322,-15.038967,4.083925,97.22139,-21.530771,17.407413,87.488853,-24.223848,1.720972,115.466438,-12.214213,18.086311,116.046013,-11.547318,17.910212,101.528259,-17.322721,0.939017,87.557793,-26.761839,-14.130177,102.667328,-18.65546,-14.364655,89.109978,-26.30603
1193,9.941,-14.283215,117.035187,-11.621929,0.067827,108.203125,-14.902364,4.078807,97.18644,-21.467068,17.40395,87.445305,-24.190109,1.731065,115.364899,-12.067767,18.073454,115.951706,-11.422695,17.906349,101.449776,-17.221323,0.932291,87.562828,-26.77253,-14.157155,102.60112,-18.548512,-14.386852,89.060165,-26.22953
1194,9.949,-14.281966,116.958725,-11.511879,0.063009,108.12751,-14.746735,4.086707,97.132286,-21.381899,17.389771,87.394821,-24.120594,1.747256,115.280853,-11.933494,18.073259,115.84536,-11.261294,17.91564,101.36763,-17.110018,0.926717,87.552177,-26.75116,-14.172127,102.516975,-18.414669,-14.407752,88.993362,-26.127737
1195,9.958,-14.285566,116.866936,-11.384664,0.046935,108.03492,-14.593038,4.083881,97.045921,-21.255611,17.380342,87.33149,-24.032728,1.751326,115.198471,-11.787426,18.060053,115.741692,-11.119815,17.914967,101.262733,-16.961878,0.923943,87.520248,-26.692074,-14.196486,102.418533,-18.254137,-14.435712,88.899841,-25.979515
1196,9.966,-14.283959,116.789665,-11.282265,0.074091,107.924522,-14.42758,4.072492,96.979721,-21.111313,17.377865,87.229019,-23.898603,1.719251,115.112755,-11.66603,18.085291,115.647903,-10.974931,17.914074,101.161781,-16.815948,0.920546,87.46814,-26.598171,-14.215398,102.340767,-18.114811,-14.437225,88.798218,-25.799353
1197,9.974,-14.315888,116.723656,-11.188461,0.095989,107.828613,-14.272807,4.065556,96.879807,-20.956934,17.395693,87.13118,-23.760672,1.71734,115.027908,-11.555062,18.081438,115.558098,-10.841063,17.903503,101.068733,-16.669353,0.916171,87.40464,-26.479275,-14.22552,102.228973,-17.945618,-14.456795,88.675011,-25.60848
1198,9.983,-14.339837,116.659561,-11.084246,0.127095,107.700195,-14.072546,4.054079,96.778275,-20.746731,17.391014,87.022453,-23.560871,1.720966,114.937317,-11.422806,18.087595,115.44342,-10.713711,17.910755,100.948372,-16.465111,0.908704,87.309593,-26.304787,-14.238453,102.12014,-17.76544,-14.464135,88.518425,-25.342175
1199,9.991,-14.345943,116.602089,-10.989004,0.118019,107.623764,-13.923878,4.050729,96.662399,-20.553862,17.385044,86.904404,-23.366495,1.72361,114.858749,-11.305218,18.115299,115.34816,-10.577105,17.912066,100.843201,-16.291359,0.902237,87.200745,-26.116344,-14.235638,102.007256,-17.568672,-14.462879,88.370125,-25.079445
1200,10,-14.350133,116.536926,-10.881001,0.063899,107.533981,-13.768321,4.032833,96.548119,-20.31814,17.378584,86.749939,-23.118916,1.738499,114.773239,-11.178069,18.103325,115.261795,-10.428522,17.899796,100.723824,-16.072617,0.897648,87.055984,-25.857395,-14.259617,101.889908,-17.362553,-14.48982,88.194862,-24.773403
1201,10.008,-14.352584,116.471573,-10.770157,0.046906,107.447121,-13.591215,4.000297,96.410278,-20.073956,17.383083,86.629448,-22.875,1.73288,114.698456,-11.049691,18.092152,115.192398,-10.320795,17.890654,100.608978,-15.883274,0.878529,86.911095,-25.591343,-14.264157,101.769043,-17.148527,-14.514836,88.019493,-24.448214
1202,10.016,-14.344889,116.423431,-10.660439,0.02159,107.365189,-13.457743,3.984345,96.268135,-19.826286,17.366974,86.465401,-22.588398,1.707986,114.641907,-10.930801,18.070839,115.107918,-10.171997,17.886574,100.499741,-15.663798,0.859225,86.759827,-25.291908,-14.288857,101.670441,-16.942326,-14.532171,87.833366,-24.091341
1203,10.025,-14.348042,116.371277,-10.553944,0.021601,107.266304,-13.26317,3.968385,96.107361,-19.527098,17.33445,86.3022,-22.263605,1.6852,114.596893,-10.829709,18.03944,115.026962,-10.045703,17.859966,100.375626,-15.435128,0.841338,86.558914,-24.926067,-14.291242,101.537384,-16.691019,-14.552553,87.61869,-23.673477
1204,10.033,-14.357699,116.324524,-10.466066,0.00405,107.190239,-13.143465,3.940756,95.945129,-19.240341,17.31444,86.131805,-21.92988,1.661223,114.550545,-10.716454,18.029758,114.976212,-9.945404,17.844992,100.253281,-15.20569,0.81633,86.36264,-24.567028,-14.310028,101.421829,-16.481459,-14.579423,87.417389,-23.271904
1205,10.041,-14.367562,116.275612,-10.375563,-0.035905,107.114731,-13.012152,3.904611,95.781845,-18.929703,17.285833,85.965714,-21.584879,1.661999,114.494095,-10.617601,18.028448,114.910172,-9.806427,17.81024,100.141609,-14.977296,0.773238,86.151573,-24.16391,-14.332734,101.311531,-16.24555,-14.610888,87.207939,-22.844002
