,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1062,Unlabeled 1062,Unlabeled 1062,Unlabeled 1063,Unlabeled 1063,Unlabeled 1063,Unlabeled 1064,Unlabeled 1064,Unlabeled 1064,Unlabeled 1065,Unlabeled 1065,Unlabeled 1065,Unlabeled 1066,Unlabeled 1066,Unlabeled 1066,Unlabeled 1067,Unlabeled 1067,Unlabeled 1067,Unlabeled 1068,Unlabeled 1068,Unlabeled 1068,Unlabeled 1069,Unlabeled 1069,Unlabeled 1069,Unlabeled 1070,Unlabeled 1070,Unlabeled 1070,Unlabeled 1071,Unlabeled 1071,Unlabeled 1071
,ID,4FFCED923C6E4311EE,4FFCED923C6E4311EE,4FFCED923C6E4311EE,51ACED923C6E4311EE,51ACED923C6E4311EE,51ACED923C6E4311EE,51CCED923C6E4311EE,51CCED923C6E4311EE,51CCED923C6E4311EE,529CED923C6E4311EE,529CED923C6E4311EE,529CED923C6E4311EE,52DCED923C6E4311EE,52DCED923C6E4311EE,52DCED923C6E4311EE,532CED923C6E4311EE,532CED923C6E4311EE,532CED923C6E4311EE,535CED923C6E4311EE,535CED923C6E4311EE,535CED923C6E4311EE,536CED923C6E4311EE,536CED923C6E4311EE,536CED923C6E4311EE,538CED923C6E4311EE,538CED923C6E4311EE,538CED923C6E4311EE,53ACED923C6E4311EE,53ACED923C6E4311EE,53ACED923C6E4311EE
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
44,0.366,38.171177,970.244995,110.984344,58.257603,1272.900879,94.822075,62.835773,1050.958984,91.769836,-107.095398,1153.931152,74.132515,206.228058,1138.942749,136.059921,-97.890686,1305.088623,46.861244,211.520691,1286.806519,123.237099,-117.296974,998.201599,98.546753,27.220703,1184.422607,97.646599,189.291992,979.62738,169.243439
45,0.375,37.373131,972.499451,112.613365,58.93198,1275.554443,92.512589,62.384991,1052.896362,92.271645,-106.584709,1156.330688,72.142883,206.47757,1140.780762,135.243439,-96.828148,1307.588867,43.116505,212.725143,1288.532471,120.966965,-117.567795,1001.342285,98.151115,27.560272,1186.682739,95.819931,188.619934,982.035278,170.8134
46,0.383,36.592999,975.091309,113.911285,59.648766,1278.219971,90.202477,62.094193,1054.970459,92.780731,-106.130585,1159.120239,70.155556,206.771713,1142.591919,134.237366,-95.689011,1310.385376,39.580204,213.442383,1290.540894,118.667603,-117.706398,1004.362793,97.610573,27.872841,1188.821777,93.933807,187.587967,984.580627,172.409592
47,0.391,35.780575,977.857117,114.9534,60.567875,1280.943115,87.598602,61.685913,1057.374268,93.224403,-105.558792,1162.140991,67.776863,206.95668,1144.696533,133.258621,-94.468971,1313.22937,35.780373,214.297974,1292.730103,116.781319,-117.744911,1007.624268,97.181778,28.318806,1191.308105,92.097527,186.818619,987.555481,173.51178
48,0.4,34.905571,981.463318,116.176323,61.809719,1284.137939,84.745857,61.249645,1060.224243,93.371864,-105.043251,1166.014038,64.886757,206.9189,1147.386353,131.800293,-92.810173,1316.845337,31.511467,215.209213,1295.437622,114.750389,-118.010811,1011.998535,96.554146,28.826153,1194.534546,89.603638,185.878433,991.002136,174.574738
49,0.408,33.625717,984.880005,117.515091,62.893295,1287.082153,81.601524,60.816902,1063.108276,93.452385,-104.340126,1169.655762,62.185444,207.182846,1149.833496,130.596222,-91.177933,1320.322266,27.636955,216.122406,1298.099121,113.164131,-118.209267,1016.267395,95.945808,29.533604,1197.625977,87.27713,184.697952,993.7995,175.596985
50,0.416,32.380882,988.775879,118.592377,64.299423,1290.026978,78.584717,60.288761,1066.345337,92.88868,-103.555954,1173.626343,59.209835,207.17894,1152.517212,129.175125,-89.378593,1324.292236,23.906984,217.06926,1300.943237,111.854134,-118.457283,1020.959351,95.25444,30.285383,1200.861328,84.844704,183.717789,996.9776,176.103104
51,0.425,30.897457,993.287231,119.539383,65.951355,1293.164429,75.21759,60.119884,1069.872925,92.147194,-102.777077,1178.420288,55.794582,207.616058,1155.614258,127.684441,-86.812866,1329.068359,19.658127,217.905685,1304.277588,110.675194,-118.84169,1026.376831,94.214722,31.119635,1204.734497,81.979713,182.667191,1000.695679,176.501495
52,0.433,29.699247,997.675537,120.435585,67.44931,1295.473877,72.198181,59.907761,1072.969482,91.303474,-101.93383,1182.836426,52.480778,207.705338,1158.456909,126.029762,-84.717293,1333.309204,15.94896,218.570786,1307.439575,109.799614,-119.348412,1031.397339,93.239487,32.137505,1208.210693,79.401039,181.432098,1004.012329,176.678329
53,0.441,28.429955,1001.964355,121.230286,68.986916,1297.670044,69.28553,59.715286,1076.026855,89.999649,-101.122719,1187.254517,49.233009,207.81192,1161.250488,124.997849,-82.185165,1337.752563,12.540922,219.24173,1310.642578,109.25322,-119.940178,1036.537476,92.222343,33.396362,1211.753906,76.681328,180.150269,1007.421875,177.009369
54,0.45,26.882042,1007.14209,121.664871,70.73455,1300.048096,66.226814,59.839104,1079.511841,88.342674,-100.247383,1192.308105,45.473976,207.991745,1164.533203,123.62545,-79.494347,1342.909912,8.898337,219.859268,1314.213623,108.927032,-120.798561,1042.404541,90.839775,34.826168,1215.659912,73.592033,178.868393,1011.253723,177.017075
55,0.458,25.728716,1011.585022,122.119476,72.596802,1302.083984,63.236713,60.044353,1082.640625,86.545082,-99.363228,1196.913086,42.267879,208.044769,1167.495972,122.550438,-76.714279,1347.713013,6.164483,220.388885,1317.391479,109.198868,-121.50444,1047.796631,89.640823,36.250099,1219.115601,70.869133,177.790207,1014.597046,176.832687
56,0.466,24.427471,1016.171448,122.145874,74.545952,1304.123413,60.266693,60.225304,1085.792114,84.499649,-98.394676,1201.524902,39.062439,208.446106,1170.335205,121.885429,-73.786377,1352.41272,3.452288,220.668274,1320.516235,109.58654,-122.263138,1053.309692,88.549141,37.721531,1222.383179,68.263214,176.562103,1017.773132,176.786819
57,0.475,23.360172,1021.092285,121.833916,76.869255,1306.615112,57.137051,60.520271,1089.346924,82.680885,-97.463028,1206.555176,35.347725,208.75032,1173.65271,121.005997,-70.35363,1357.655884,0.570461,220.779434,1323.949219,110.276138,-123.270004,1059.352051,86.754013,39.458359,1226.087036,65.382576,175.482361,1021.283997,176.389374
58,0.483,22.571138,1025.478638,120.983574,79.062157,1308.809937,54.38718,60.737736,1092.370361,80.515564,-96.383812,1211.151123,32.276676,208.938263,1176.654053,120.517784,-67.462051,1362.368042,-1.515263,220.743698,1326.986694,111.316193,-124.03054,1064.695068,85.221291,41.153778,1229.140259,62.661907,174.570862,1024.374512,175.924423
59,0.491,21.982883,1029.522583,119.80101,81.165062,1310.975586,51.356586,61.305443,1095.505981,78.732285,-95.100098,1215.787231,29.181368,209.36879,1179.672974,120.055588,-64.637123,1367.051392,-3.483618,220.560349,1329.906616,112.618958,-124.555939,1069.958374,83.631218,43.020023,1232.280151,60.12994,173.703201,1027.580811,175.377747
60,0.5,21.281403,1034.262817,117.943573,83.832123,1313.376831,48.054676,61.698532,1098.983887,76.561211,-93.559624,1221.040527,25.745255,209.816925,1182.998779,119.816391,-61.05093,1372.420654,-5.354956,220.182831,1333.255127,114.185295,-125.148209,1075.778809,81.579834,45.283451,1235.642212,57.252571,172.763229,1031.04541,174.712814
61,0.508,20.896387,1038.104492,115.953461,85.981209,1315.472656,45.12455,62.14563,1102.198242,74.73098,-91.992706,1225.55835,22.679422,210.163742,1185.855103,119.979683,-57.860535,1377.111572,-7.017182,219.622223,1336.274292,115.814713,-125.616684,1080.993652,79.582314,47.40807,1238.569458,54.672413,171.799759,1033.78186,173.84108
62,0.516,20.631413,1041.626221,113.337067,88.229607,1317.760254,42.480152,62.568047,1105.447388,72.489265,-90.345749,1230.176025,19.712704,210.527359,1188.541016,120.093216,-54.600243,1381.920898,-8.400517,218.829544,1339.330811,117.506187,-126.000282,1086.133667,77.379196,49.692802,1241.741699,52.091904,170.741882,1036.449463,172.789886
63,0.525,20.627495,1045.728271,109.80603,90.799736,1320.52124,39.636677,63.101807,1109.220703,69.657364,-88.34462,1235.411499,16.541716,210.996216,1191.408203,120.263405,-50.954216,1387.061401,-9.737879,217.693512,1342.801392,119.598152,-126.313614,1091.834473,74.69384,51.734955,1244.887085,49.190773,169.680679,1039.19751,171.527557
64,0.533,20.63694,1048.861938,106.106461,93.176567,1323.044312,37.725552,63.765682,1112.45874,67.247139,-86.523155,1239.96936,13.702423,211.461929,1193.832642,120.525978,-47.824596,1391.647217,-10.726099,216.471741,1345.827881,121.216553,-126.526237,1096.874023,72.07251,54.084076,1248.033325,46.541161,168.850372,1041.487671,170.213425
65,0.541,20.503408,1051.911133,102.159721,95.403305,1325.816406,36.420956,64.412094,1115.674316,64.456612,-84.596626,1244.434204,10.822912,212.190552,1196.32251,120.743973,-44.989769,1396.395996,-11.452691,214.909943,1348.702637,122.268814,-126.623138,1101.765991,69.476463,56.492771,1251.21814,43.888859,167.957611,1043.376587,168.625778
66,0.55,20.674593,1055.088257,97.445747,98.142693,1329.378662,35.06966,65.229317,1119.150146,61.15786,-82.370293,1249.409424,7.567421,212.891144,1199.165283,121.004227,-42.065052,1401.560547,-12.348045,213.901978,1349.108276,128.518021,-126.711922,1107.098267,66.113503,52.198738,1252.906738,44.753036,167.005341,1045.328491,166.426956
67,0.558,20.783607,1057.406494,92.790001,100.624062,1332.652588,34.499123,66.084206,1122.040894,58.493683,-80.590256,1253.726074,4.69283,212.922409,1200.91687,121.633438,-39.233711,1405.943359,-12.755175,212.365295,1350.981079,131.424591,-126.373741,1111.299561,62.730656,53.183781,1255.803223,42.936386,166.053787,1046.750366,164.439423
68,0.566,21.143047,1059.904175,87.705902,102.577873,1336.510132,34.409973,66.943954,1124.98877,55.350491,-79.062904,1257.976807,1.861517,213.347885,1203.397095,122.145576,-36.92395,1410.335938,-13.168632,210.809662,1352.388306,134.59166,-126.088425,1115.543579,59.078079,54.2551,1258.94165,41.009705,164.987381,1047.982544,162.1241
69,0.575,21.443171,1062.551758,81.542328,104.208519,1340.781738,34.670441,67.845825,1128.509888,51.835804,-77.260246,1262.356445,-1.354934,209.53157,1203.950195,125.525925,-34.671272,1414.810425,-13.353729,208.931534,1353.931274,138.109406,-125.702232,1119.900146,54.796429,55.40678,1262.324097,38.723518,163.872604,1048.674683,159.371872
70,0.583,21.98811,1064.740601,75.918137,105.35955,1344.518555,35.369259,68.551765,1131.645264,48.425972,-75.700989,1266.149292,-3.828609,208.715714,1205.845703,126.976517,-32.830162,1418.699341,-13.342957,207.164169,1355.157349,141.351013,-125.063049,1123.497314,50.669163,56.370037,1265.413574,36.954323,162.689529,1049.384766,156.911026
71,0.591,22.721251,1066.81897,70.25074,106.616867,1347.997559,36.22113,69.387558,1134.395386,45.253128,-74.28096,1269.86377,-6.295582,207.677719,1207.479126,128.415466,-31.247612,1422.428955,-12.976276,205.327316,1356.147705,144.754929,-124.45723,1126.491211,46.243305,57.57679,1268.374023,35.163368,162.011124,1049.949219,153.261246
72,0.6,23.605249,1068.946289,63.40567,108.032127,1351.670776,37.540367,70.318237,1137.299316,42.12936,-72.853485,1273.769409,-8.73175,206.300735,1209.02356,130.204269,-29.72267,1426.209839,-12.495182,203.127426,1357.000366,148.417831,-123.500458,1129.602783,41.039017,59.138268,1271.567505,33.31778,161.020844,1050.504639,149.575134
73,0.608,24.609152,1070.83313,57.116608,108.956566,1354.805542,39.121517,71.004219,1139.911987,38.990841,-71.651207,1276.865601,-10.795318,204.683701,1210.029053,132.038483,-28.590771,1429.224121,-11.742268,201.318741,1357.489502,151.820343,-122.637619,1131.865967,36.2981,60.498798,1274.204956,32.01215,160.364731,1051.041138,146.177521
74,0.616,25.844202,1072.688599,50.973885,109.515831,1357.828491,40.885502,71.774544,1142.488037,35.880829,-70.72612,1279.768677,-12.471369,202.770996,1210.820923,133.714615,-27.541372,1432.02002,-10.689674,199.499146,1357.919067,154.889023,-121.657692,1133.830933,31.428137,61.750477,1276.866577,30.550798,159.924225,1051.369873,142.393478
75,0.625,27.432796,1074.678101,44.219875,110.034737,1361.010132,43.150208,72.395798,1145.690918,32.285698,-69.715851,1282.654419,-14.183014,200.496658,1211.435547,136.079742,-26.965893,1434.971558,-9.824142,197.33696,1358.361694,158.202408,-120.299568,1135.697632,25.750605,63.243858,1279.573242,29.441273,159.584839,1051.462769,138.48407
76,0.633,28.79673,1075.9021,38.417255,110.199783,1363.375,45.513618,73.292976,1148.192017,29.731485,-68.933487,1284.989136,-15.389626,198.060684,1211.970215,138.095749,-26.396353,1437.222778,-8.614817,195.644241,1358.730347,161.462448,-118.941048,1136.857788,20.463585,64.311256,1281.9646,28.602135,159.452759,1051.822144,134.882141
77,0.641,30.460569,1077.285889,32.833622,110.24305,1365.633667,47.807926,74.691879,1149.761353,27.528433,-68.08786,1287.000732,-16.508741,195.615402,1212.040771,140.286209,-26.145161,1439.150269,-7.275758,193.676941,1358.873291,164.050415,-117.52903,1137.861816,15.18828,65.264633,1284.135376,28.481714,159.311096,1052.105835,131.602921
78,0.65,32.554768,1078.877441,27.036591,109.942894,1367.986328,50.309452,76.009171,1151.798584,24.721848,-67.237091,1288.98291,-17.361546,192.759232,1212.136841,143.06192,-26.416487,1441.066284,-5.850623,191.736572,1358.504395,167.647064,-115.652885,1138.536865,9.035415,66.396431,1286.361694,28.155796,159.567825,1052.577515,128.021118
79,0.658,34.875996,1080.117188,21.927319,109.48616,1369.887451,53.030586,77.781296,1153.629761,22.353647,-66.44664,1290.510498,-17.981853,190.070053,1211.992432,145.376724,-26.479162,1442.221436,-4.460949,190.018311,1358.248291,170.377274,-113.817352,1139.093628,3.552398,67.143517,1287.878784,28.593756,159.880127,1053.110718,124.962059
80,0.666,37.422512,1081.318604,16.920956,109.011826,1371.318726,55.399612,79.340004,1155.662231,20.125963,-65.599205,1291.624512,-18.443018,187.451904,1211.934814,147.511612,-27.020525,1443.407837,-3.183419,188.268723,1357.838501,173.012207,-111.925331,1139.293091,-2.043274,67.894104,1289.328979,29.103294,160.293686,1053.526123,122.399208
81,0.675,40.19096,1083.147949,11.680245,108.087845,1372.810669,58.462345,81.169456,1157.701538,17.707306,-64.82785,1292.791626,-18.617891,184.534286,1211.976929,149.625412,-27.99254,1444.383301,-1.665908,186.415909,1357.149414,176.116913,-109.281395,1139.537842,-8.438557,68.445236,1291.005859,29.953133,160.795227,1054.510742,119.86425
82,0.683,42.859318,1084.724243,7.155247,106.903191,1374.169189,61.185799,82.976822,1159.2948,15.654763,-64.26458,1293.433594,-18.626999,182.302017,1211.866211,151.485046,-28.807983,1445.122192,-0.090507,184.84436,1356.742798,178.51033,-106.889549,1139.685913,-14.221765,68.661606,1292.087036,30.833616,161.068497,1055.108643,118.31678
83,0.691,45.688232,1086.162598,3.017495,105.552513,1375.096436,63.765331,84.891472,1160.69458,13.865629,-63.659504,1293.794922,-18.518856,180.248077,1211.683228,152.97438,-29.800674,1445.661499,1.371344,183.202057,1356.03125,180.924072,-104.200523,1139.73999,-20.01936,68.733299,1293.057739,31.951782,161.477234,1055.762573,116.791306
84,0.7,49.145805,1087.586914,-1.315038,103.945824,1375.980835,66.924194,86.999153,1162.379639,12.292511,-62.921062,1293.935181,-18.40699,178.193268,1211.428467,154.360413,-31.459198,1445.509033,3.129259,181.637817,1355.107544,183.62442,-101.09359,1139.889282,-26.481056,68.718048,1294.118164,33.556133,161.669449,1056.442505,115.486412
85,0.708,52.512867,1088.772095,-4.876176,102.28244,1376.452759,69.638657,88.849907,1163.84021,11.130433,-62.321678,1293.705933,-18.226397,176.663345,1211.371094,155.35614,-32.965061,1445.043091,4.704921,180.280807,1354.502563,185.70816,-97.891769,1140.019287,-32.256569,68.388657,1294.831665,34.973503,161.894424,1056.844116,114.768188
86,0.716,56.005428,1089.841064,-7.938353,100.291946,1376.755127,72.67366,90.776192,1165.194214,10.166684,-61.851151,1293.354492,-18.055265,175.41687,1211.553955,156.44101,-34.429028,1444.779785,6.403111,178.93689,1353.994873,187.575531,-94.517303,1140.068604,-38.078846,68.00666,1295.335693,36.455616,161.817474,1057.023682,114.486618
87,0.725,59.831017,1091.086426,-11.076465,98.112083,1377.061523,75.837189,92.947975,1166.687012,9.335893,-61.431213,1292.819824,-17.891479,174.475021,1211.407227,157.407745,-36.548439,1443.714355,8.692422,177.578415,1353.286377,189.808823,-90.503899,1140.207031,-44.379951,67.323936,1295.991943,38.167938,161.417862,1056.924805,114.528847
88,0.733,63.064629,1092.220459,-13.832821,95.628807,1376.602173,78.898468,94.775734,1167.826172,8.838242,-61.116558,1292.28418,-17.847654,173.86377,1211.218628,158.249634,-38.577541,1442.863403,10.838491,176.535049,1352.54187,191.82402,-86.926659,1140.492432,-49.777233,66.637482,1296.080688,39.978802,161.023315,1056.751953,114.768875
89,0.741,66.223053,1093.27771,-16.058432,93.42173,1376.20752,81.539009,96.593109,1168.764771,8.946957,-60.747772,1291.477295,-17.971956,173.588257,1211.069702,158.873566,-40.880974,1441.867676,12.478344,175.585358,1352.054321,193.269455,-83.105774,1140.740112,-54.919323,65.838585,1296.196167,41.900517,160.311234,1056.397217,115.274513
90,0.75,69.985252,1094.216919,-17.884943,90.648216,1375.742676,84.825424,98.498581,1169.318604,9.615113,-60.20702,1290.623535,-18.136522,173.496185,1210.862183,159.594269,-43.275311,1440.596802,14.348323,174.547699,1351.744385,194.756485,-79.041611,1141.046509,-60.360092,64.619919,1296.205444,43.882923,159.504654,1055.909424,115.945877
91,0.758,72.82827,1094.948364,-18.749304,88.163048,1375.17334,87.359589,99.667557,1169.271118,10.55179,-59.720718,1289.830322,-18.399084,173.705215,1210.431519,160.749207,-45.411263,1439.323853,15.96168,173.754715,1351.555908,196.290329,-75.15258,1141.48291,-65.110703,63.59285,1296.14502,46.110374,158.674164,1055.501465,116.759125
92,0.766,75.701027,1095.748535,-19.850058,85.560486,1374.374268,90.043739,101.050583,1169.468262,11.472191,-59.361652,1289.021118,-18.775646,173.875229,1210.251709,161.59404,-47.979828,1437.738647,17.938046,172.878845,1351.092285,197.906815,-71.415222,1141.868042,-69.448433,62.221874,1295.77832,48.138374,157.682571,1054.987915,117.754517
93,0.775,78.550392,1096.395142,-20.817806,82.59745,1373.175903,93.25724,102.104645,1169.505859,12.543116,-59.064934,1288.139282,-19.304028,174.057465,1210.265381,162.479492,-50.403046,1435.9375,20.054026,171.942657,1350.574341,199.402542,-67.533516,1142.478638,-74.134148,60.518871,1295.376587,50.652252,156.591568,1054.39502,119.116501
94,0.783,80.671204,1096.569214,-20.763683,79.662064,1371.912598,95.734604,103.177475,1169.677856,13.053635,-58.849976,1287.203857,-20.039623,174.179352,1210.187866,163.278473,-52.951542,1433.855957,21.742146,171.220871,1350.308716,200.597443,-64.325645,1142.690186,-77.896835,58.88076,1294.558228,53.243256,155.970612,1054.035767,120.144127
95,0.791,82.457428,1096.565186,-20.446957,76.731575,1370.497559,98.072708,103.841736,1169.908569,13.846282,-58.748547,1286.323242,-20.680641,174.585434,1209.625244,164.884079,-55.345459,1431.640381,23.618298,170.421967,1349.985474,201.951202,-61.138527,1142.73999,-81.333504,57.125767,1293.51355,55.846027,154.960907,1053.553589,121.573151
96,0.8,84.095016,1096.2771,-19.873043,73.380692,1368.477661,101.049942,104.455811,1169.827393,15.40663,-58.758659,1285.370117,-21.58897,174.828247,1209.048218,166.384308,-58.112965,1428.85144,26.027359,169.905807,1348.934814,204.257477,-57.610142,1142.89856,-84.98539,55.025673,1292.452515,58.99868,154.405334,1053.119873,122.984337
97,0.808,85.268318,1095.418701,-18.835373,70.637856,1365.877319,104.058388,104.831879,1169.60498,16.3036,-58.821453,1284.799683,-22.589876,175.097717,1208.640137,167.650284,-60.578808,1426.457153,27.982639,169.502213,1347.607788,205.764511,-54.362709,1142.981201,-87.839607,53.31353,1291.235718,62.030746,153.84227,1052.756958,124.403343
98,0.816,86.017891,1094.475098,-17.362444,67.629326,1363.700562,106.695305,105.075012,1169.253052,17.189827,-58.836998,1283.90564,-22.999311,175.597733,1207.934814,169.906723,-63.356213,1423.822754,29.934498,169.016235,1346.630371,206.928986,-51.668015,1142.37085,-89.85051,51.602974,1289.774414,65.09774,153.340881,1052.147339,126.188637
99,0.825,86.389664,1093.810669,-16.053513,64.371109,1361.046265,110.231842,105.208366,1168.710083,18.598286,-58.596729,1282.710205,-23.372477,175.885162,1207.316772,171.631287,-65.92897,1420.692383,32.5415,168.632782,1345.639526,208.241348,-48.204487,1141.857178,-92.247849,49.518665,1288.206787,68.550117,152.997528,1051.374268,128.03508
100,0.833,86.560036,1092.9021,-14.457335,61.517029,1358.577515,113.235352,105.075912,1168.121582,20.093803,-58.507172,1281.694458,-23.833984,176.389328,1206.300537,173.804886,-68.689445,1417.770874,34.599331,168.335495,1344.907104,209.388412,-45.449238,1141.456299,-94.096931,47.592537,1286.725464,71.643158,152.851486,1050.717407,129.562332
101,0.841,86.322769,1091.404663,-12.77325,58.805122,1356.141357,116.393761,104.233521,1167.235107,21.683626,-57.809284,1280.351318,-23.295012,176.727707,1205.531616,175.225845,-71.045509,1414.884644,36.446041,168.038925,1344.207886,210.866135,-42.65353,1141.133545,-95.363693,45.621841,1285.126465,74.473213,152.870026,1049.940308,131.35408
102,0.85,85.981316,1089.671509,-10.525195,55.941608,1353.492554,119.83448,103.622253,1165.904175,23.837492,-57.46767,1279.026611,-22.937132,177.312607,1204.392456,177.304947,-73.955864,1411.537842,39.268642,167.774338,1343.542725,212.36116,-39.500633,1140.911011,-96.853828,43.524746,1282.68396,77.430946,152.461685,1048.761475,133.566513
103,0.858,85.145111,1087.711182,-8.250748,53.477509,1351.041748,123.374214,102.751411,1164.356689,25.768507,-57.206863,1277.875244,-22.499283,177.727585,1203.400635,178.570847,-76.350227,1408.652832,41.303463,167.582809,1342.84436,213.385056,-36.960598,1140.360229,-97.880074,41.673344,1280.343994,79.384041,152.527512,1047.694092,135.542679
104,0.866,84.435623,1085.624023,-5.592739,51.140491,1348.912231,126.595139,101.645767,1162.758667,28.311279,-57.218281,1276.266724,-21.624508,178.173538,1202.292725,180.098969,-78.84063,1405.751465,43.595573,167.426285,1342.148438,214.178223,-34.51733,1139.61731,-98.038765,39.840759,1278.093262,81.362587,152.625549,1046.773315,137.633606
105,0.875,83.179146,1083.071411,-2.632241,48.596313,1346.162231,130.89679,100.117996,1160.799561,31.056732,-57.017513,1274.551392,-20.400055,178.490204,1201.29187,181.381439,-81.219398,1402.542603,46.071735,167.130463,1341.228638,215.066284,-32.012276,1138.66394,-97.838303,37.663986,1274.708374,84.330696,152.671539,1045.321167,140.339371
106,0.883,81.831657,1080.787598,0.093805,46.378113,1344.194336,134.338989,98.773285,1158.890015,33.858368,-57.094677,1272.859985,-18.839979,178.677811,1200.541382,182.339615,-83.297974,1399.89978,48.075344,167.098984,1340.164795,216.26088,-30.007639,1137.787109,-97.219589,35.909008,1272.476318,86.449165,152.376709,1044.216309,142.839401
107,0.891,80.457352,1078.418701,3.064126,44.18428,1342.279297,138.046524,97.36866,1156.952393,36.51844,-57.237289,1271.001709,-17.363033,178.967575,1199.406128,184.103271,-85.603203,1397.254272,50.186432,166.976074,1339.438721,216.957901,-28.109888,1136.755493,-96.153816,34.23838,1270.136475,88.84272,152.29126,1042.838257,145.199875
108,0.9,78.682213,1075.688843,6.50666,42.111237,1340.199707,142.357346,95.710747,1155.103027,39.419712,-57.736721,1268.470947,-15.047178,179.118011,1198.615967,185.125992,-87.872108,1394.003296,52.432701,167.025665,1338.421143,217.338791,-26.132214,1135.22583,-94.546165,32.434849,1267.299805,91.514992,152.511353,1041.543213,147.7164
109,0.908,77.237221,1073.17749,9.714411,40.287663,1338.710083,145.501312,93.970596,1154.172974,41.395992,-58.239239,1266.165039,-12.637796,179.346115,1197.663086,186.179871,-89.567955,1390.973267,54.537277,167.083298,1337.537109,217.760117,-24.715841,1133.730835,-92.9039,30.903028,1264.662964,94.24894,152.280777,1040.08313,150.254883
110,0.916,75.825829,1070.539307,12.973577,38.677353,1337.220215,148.815933,91.867393,1152.593262,44.159294,-59.129089,1263.52002,-10.094665,179.743317,1196.273315,187.763489,-91.333389,1388.095703,56.710957,167.144501,1336.765747,217.885895,-23.573236,1132.102417,-90.613525,29.344257,1262.044922,96.807137,152.213867,1038.592163,152.840561
111,0.925,74.411667,1067.294067,16.780741,37.152615,1336.123169,151.717819,88.983047,1150.509521,47.403763,-60.151997,1260.195923,-6.991898,180.046967,1195.001587,189.089157,-93.142212,1384.543335,59.343651,167.291229,1335.90979,218.304001,-22.389471,1129.99585,-87.745979,27.596989,1258.922241,99.848648,151.94873,1037.061035,156.02774
112,0.933,73.256348,1064.37439,20.133381,36.138615,1335.228027,154.060684,85.712074,1148.918457,49.893501,-61.300907,1257.043213,-3.965725,180.348816,1193.797729,190.606918,-94.702286,1381.503906,61.427547,167.349869,1334.923706,218.540161,-21.72625,1127.733887,-84.81794,25.914463,1256.307007,102.454163,151.926407,1035.685181,158.924118
113,0.941,72.273895,1061.507446,23.555943,35.091877,1334.460571,155.432037,82.806427,1146.443481,53.168324,-62.641972,1253.815063,-0.820079,180.529556,1192.824707,191.813766,-96.163948,1378.484009,63.585976,167.482101,1334.133179,218.63028,-21.386202,1125.235107,-81.5382,24.334969,1253.682129,105.324066,151.956223,1034.182495,161.988098
114,0.95,71.249458,1058.479858,27.037634,34.601818,1333.133057,156.428741,78.921997,1144.08313,56.428337,-64.627602,1249.704102,3.084414,180.423874,1191.738281,193.01825,-97.841141,1375.353882,65.82843,167.6306,1333.339844,218.643936,-21.283827,1122.267944,-77.453102,22.75161,1250.583496,108.787598,151.68811,1032.500732,165.881409
115,0.958,70.774704,1054.835449,30.987303,34.147377,1331.240845,157.408981,77.949135,1134.541016,66.816147,-66.328575,1246.168823,6.649444,180.60701,1190.454834,194.763504,-99.254997,1372.500732,67.899597,167.593506,1332.466797,218.503143,-21.389364,1118.915405,-73.410675,21.334108,1247.86853,111.676468,151.738647,1031.037476,169.087494
116,0.966,70.146248,1051.679443,34.359207,33.864361,1328.774292,158.371445,75.530739,1130.305664,71.837334,-68.347252,1242.158325,10.280675,180.56781,1189.301636,196.095322,-100.578239,1369.639893,69.838348,167.653091,1331.690918,218.327866,-21.786566,1115.555298,-68.960663,19.934219,1245.21875,114.959084,151.74707,1029.610352,172.622803
117,0.975,69.377304,1048.125977,38.152435,33.661106,1325.811035,159.028442,73.140656,1125.792847,76.968971,-70.861183,1237.800537,14.37457,180.583405,1188.115356,197.252747,-101.651642,1366.609375,72.183479,167.46347,1332.112793,216.337204,-22.75156,1111.680786,-63.629642,18.272488,1242.3125,118.660568,151.627213,1027.994385,176.803757
118,0.983,68.789223,1045.590576,41.422024,33.525696,1323.044678,159.397308,70.781555,1122.093262,81.864471,-73.181252,1233.969482,18.314192,180.739273,1186.825684,198.847351,-102.832321,1364.002808,73.788147,167.197922,1331.685425,215.7202,-24.348934,1107.678833,-58.801609,16.683975,1239.922607,121.668236,151.62085,1026.545776,180.643204
119,0.991,68.50061,1043.496582,44.866024,33.060921,1319.705811,160.431946,68.53347,1118.750854,86.685555,-75.80909,1230.16626,21.634977,180.429642,1185.751465,200.023193,-104.174042,1361.378662,75.697914,167.456696,1330.463745,216.252411,-26.160769,1103.824219,-53.920383,15.09348,1237.460938,124.599754,151.951294,1025.238525,184.34198
