Format Version,1.23,Take Name,Take 2023-10-19 07.20.41 PM,Take Notes,,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2023-10-19 07.20.42.493 下午,Capture Start Frame,2394878,Total Frames in Take,2002,Total Exported Frames,2002,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global,,,,,,,,
550,4.583,92.134384,1292.096313,-47.543518,103.086441,1154.597656,-212.974899,122.025719,1354.359131,14.403284,-37.663723,1398.479736,8.078497,127.08326,1211.172974,-152.774429,-41.215401,1283.990112,-84.183815,-51.24572,1177.677734,-198.840775,257.026031,1115.749878,-179.025833,264.898285,1230.224609,-65.28344,281.504303,1337.719482,25.518761
551,4.591,91.872604,1288.177002,-44.10981,103.07972,1150.018188,-208.823456,121.733101,1351.549561,16.819736,-38.093193,1395.550903,9.988574,126.737419,1206.743896,-148.336655,-41.577843,1280.075439,-81.167564,-51.588478,1172.694946,-194.729324,256.371338,1109.667236,-172.938858,264.691345,1226.50354,-61.437668,281.225342,1335.889404,27.298235
552,4.599,91.626076,1284.485596,-40.584129,103.119057,1145.236938,-204.019211,121.890915,1348.474487,19.156073,-38.643757,1392.66687,12.10252,126.154633,1202.26355,-143.76239,-41.706646,1276.424683,-78.072807,-51.929005,1167.550293,-190.360428,255.798065,1103.670776,-166.490707,264.398468,1222.863647,-57.512001,280.930542,1334.070679,29.092457
553,4.608,91.244415,1280.279297,-36.757793,103.136696,1139.152588,-198.447723,121.691193,1345.07251,21.637613,-39.373474,1389.132324,14.234688,125.749619,1196.550171,-138.197586,-42.114933,1272.046021,-74.292404,-52.157753,1161.621826,-185.162308,255.221573,1096.831909,-159.079697,264.119812,1218.890747,-52.915787,280.710297,1332.130127,31.165318
554,4.616,90.756226,1276.5177,-33.155956,103.076462,1133.541138,-193.184616,121.492294,1342.80603,23.648481,-39.979733,1386.162598,16.248518,125.408325,1191.373169,-133.153854,-42.303547,1267.994629,-70.682869,-52.498951,1156.095459,-180.186768,254.719055,1090.822632,-152.03038,263.776581,1215.467163,-49.045395,280.374695,1330.471558,33.142982
555,4.625,90.090088,1272.355225,-28.867121,102.992058,1127.056641,-186.566437,120.983368,1340.253174,25.706144,-40.503014,1382.841553,18.729687,124.732964,1185.433716,-127.200706,-42.715466,1263.34021,-66.724884,-53.041042,1149.747437,-174.261536,254.102203,1084.001099,-143.945862,263.515015,1211.749146,-44.486603,280.041656,1328.805054,35.233734
556,4.633,89.729385,1268.611938,-24.790745,102.880829,1120.949097,-180.376633,120.64518,1338.073975,28.01634,-41.377365,1379.916138,20.730473,124.037399,1179.924805,-121.709946,-43.282715,1259.254639,-62.883495,-53.528866,1144.18103,-168.874405,253.656921,1078.137939,-136.254578,263.31485,1208.540894,-40.188686,279.653107,1327.32019,37.195999
557,4.641,89.310516,1264.831787,-20.957079,102.641258,1114.536499,-173.698257,120.216919,1336.029785,30.11869,-41.685932,1376.942017,22.999054,123.783279,1174.353638,-115.604286,-43.855358,1255.302368,-58.962437,-53.665985,1138.276733,-163.255859,253.271545,1072.303467,-128.636353,263.136841,1205.360718,-36.029217,279.269775,1325.801392,39.226906
558,4.65,88.826904,1260.733276,-16.177643,102.289856,1107.212891,-165.539703,119.811111,1333.727417,32.794952,-42.52813,1373.744019,25.53507,123.301033,1167.776733,-108.68869,-44.382336,1250.502808,-54.459187,-53.968311,1131.632935,-156.582748,252.975281,1065.948486,-119.778702,262.969269,1201.951538,-31.389177,278.981537,1324.119141,41.556019
559,4.658,88.419281,1257.386353,-11.916183,101.872864,1100.403809,-158.109344,119.424301,1331.5354,35.430664,-43.08461,1370.841675,27.815094,123.033356,1161.944336,-102.701698,-44.858814,1246.432129,-50.257763,-54.40136,1125.706909,-150.193863,252.655029,1060.434937,-111.712067,262.954468,1198.897217,-27.466225,278.620544,1322.633911,43.671429
560,4.666,87.991516,1253.899536,-7.912563,101.370872,1093.477295,-150.172119,118.809952,1329.401245,37.988934,-43.611614,1368.178711,30.107002,122.999916,1156.261719,-96.307487,-45.389854,1242.56665,-46.1213,-54.89241,1119.674683,-143.587036,252.258896,1055.259155,-103.584373,262.889069,1195.906006,-23.312126,278.361328,1321.312012,45.666439
561,4.674,87.594566,1250.577881,-3.709904,100.665848,1086.609863,-141.680328,118.583206,1327.305054,40.514439,-44.351776,1365.319336,32.5802,122.771019,1150.660156,-89.739975,-45.709755,1238.650269,-41.88876,-55.368927,1113.90564,-136.820404,251.953064,1050.223267,-95.487511,262.751434,1193.338623,-19.085056,278.08252,1319.876221,47.830669
562,4.683,87.112091,1247.064087,1.102913,99.823128,1078.815186,-131.985504,118.326355,1324.871826,43.349037,-44.634369,1362.266846,35.623108,122.387939,1144.405518,-81.808083,-46.213627,1234.374023,-36.869148,-55.792038,1107.194824,-128.86142,251.754761,1044.707642,-86.023628,262.332489,1190.571533,-14.208761,277.822205,1318.377563,50.116131
563,4.691,86.924156,1243.739868,5.444484,99.067398,1072.064697,-122.749992,117.972244,1322.772949,46.163765,-45.207958,1359.668701,38.093544,122.179337,1138.75708,-74.997002,-46.552902,1230.475098,-32.249668,-56.245659,1101.275391,-121.576904,251.490112,1040.048218,-77.704903,262.070465,1187.976196,-9.735537,277.574341,1317.014282,52.273426
564,4.7,86.63562,1240.256592,10.280694,97.962006,1064.538574,-112.370117,117.504013,1320.488525,48.859821,-45.532089,1356.655151,41.110004,121.389603,1133.018433,-66.929642,-46.803211,1226.362793,-27.037626,-56.726479,1094.829346,-113.1008,251.355469,1034.911377,-68.255066,261.745178,1185.153442,-4.696087,277.373505,1315.585571,54.473682
565,4.708,86.34481,1237.152954,14.864314,96.773621,1058.427124,-102.984619,117.412376,1318.509521,51.353226,-45.993404,1354.134277,43.630714,120.599213,1127.609741,-59.189655,-46.957218,1222.666992,-22.116743,-56.688484,1089.220581,-105.366104,251.130615,1030.647705,-59.742016,261.410065,1182.727051,-0.216276,277.18808,1314.246948,56.668556
566,4.716,85.88562,1234.118652,19.471191,96.00248,1051.553833,-92.480606,117.293098,1316.452515,53.976044,-46.250446,1351.794312,46.380714,119.410156,1122.320679,-51.518425,-46.984909,1219.05481,-17.110306,-56.753998,1083.545288,-97.245407,250.937469,1026.780518,-51.307575,261.310883,1180.247192,4.17933,276.979736,1313.028687,58.525291
567,4.724,85.506424,1231.245605,24.223099,95.565674,1044.535278,-81.515297,116.845688,1314.680054,56.489491,-46.386845,1349.314331,49.111343,118.254478,1117.383911,-43.874603,-47.03392,1215.451294,-11.872492,-56.918343,1077.966919,-88.77607,250.702591,1023.015259,-42.945583,261.14566,1178.064087,8.439287,276.771423,1311.723511,60.644089
568,4.733,85.313545,1228.199829,29.590733,94.869064,1037.173096,-69.142395,116.528053,1312.847656,59.36821,-46.28146,1345.863892,52.984261,117.237038,1111.94397,-34.755325,-47.321148,1211.414307,-5.573401,-56.994999,1072.008179,-79.052757,250.506226,1019.009094,-33.399002,260.782257,1175.637573,13.227847,276.605652,1310.321411,62.835388
569,4.741,85.064377,1225.598755,34.324467,94.074966,1031.227661,-57.938591,116.364342,1311.31604,62.066109,-45.983608,1343.011963,56.354523,116.155022,1107.390625,-26.870178,-47.430878,1207.975586,0.208902,-56.804626,1066.660645,-70.073265,250.45961,1015.539856,-25.00728,260.442749,1173.549805,17.629961,276.320618,1309.065308,64.825592
570,4.75,84.799614,1222.667847,39.746056,93.127113,1024.756592,-45.34198,116.080605,1309.401367,64.887138,-46.301445,1340.656494,59.341839,115.119896,1102.404297,-17.210913,-47.754936,1204.15564,6.874719,-56.693722,1060.911011,-59.741402,250.46402,1011.875488,-15.42937,260.013336,1171.088745,22.535604,276.150787,1307.773315,67.006569
571,4.758,84.362846,1220.225586,44.640522,92.090042,1019.723511,-34.210083,115.907753,1307.934937,67.361694,-46.569038,1338.615479,62.096313,114.060654,1098.323608,-9.410606,-47.864479,1200.861328,13.046639,-56.321026,1056.204834,-50.432468,250.391602,1008.659607,-7.098942,259.658691,1169.122559,26.871157,275.826782,1306.585938,68.914337
572,4.766,83.863441,1217.918579,49.495827,91.202446,1015.003784,-22.726349,115.724854,1306.67395,69.701164,-46.88303,1336.609985,64.777092,113.701385,1094.626953,-1.397031,-48.161953,1197.610229,19.589563,-55.937496,1051.441528,-40.810833,250.138428,1005.87439,0.887611,259.366699,1167.064331,31.34511,275.571442,1305.488403,70.7873
573,4.775,83.37735,1215.3573,55.002514,90.103279,1010.057434,-9.808187,115.457237,1305.197144,72.15757,-47.281853,1334.491333,67.705528,113.242943,1090.475708,7.59006,-48.553516,1194.041626,27.090073,-55.581841,1046.611572,-29.647684,249.948196,1003.003967,9.900709,259.021057,1164.838501,36.611652,275.272736,1304.072754,73.087273
574,4.783,82.905891,1213.290405,59.787033,89.265289,1005.978455,1.543565,115.337784,1303.904053,74.549904,-47.679543,1332.685059,70.236694,112.375298,1087.016968,15.856747,-48.561417,1190.890381,34.035316,-55.016903,1042.219727,-19.544903,249.760986,1000.619751,17.784866,258.771698,1163.085571,40.917366,274.957062,1302.991577,74.827103
575,4.791,82.383934,1211.246704,64.400833,88.616112,1002.257324,13.079076,114.987366,1302.672974,76.640495,-48.078907,1331.019653,72.844452,111.25724,1084.09375,24.2887,-48.736431,1187.981934,41.024113,-54.527939,1038.321045,-9.216081,249.587921,998.28894,25.80378,258.390259,1161.360596,45.426964,274.701477,1301.908691,76.776306
576,4.799,82.003822,1209.512207,69.09832,87.942352,998.985657,24.636866,114.646919,1301.422607,78.823708,-48.439018,1329.241699,75.546921,110.369354,1081.282715,32.67535,-48.467285,1185.00354,48.695023,-54.076542,1034.525513,1.348899,249.303955,995.997375,33.667103,257.924072,1159.595459,50.025379,274.37146,1300.983521,78.483948
577,4.808,81.526558,1207.539429,74.191444,87.207779,995.443787,37.249313,114.231903,1300.138062,81.288361,-48.814445,1327.214966,78.682312,109.421196,1077.972046,41.826611,-48.779274,1182.002075,56.757694,-53.580505,1030.525024,13.454976,248.8116,993.796692,42.444324,257.491638,1157.471924,55.299942,274.02533,1299.880859,80.402542
578,4.816,81.165909,1205.794312,78.756088,86.83844,992.87738,48.651764,113.894257,1299.122192,83.386688,-49.22971,1325.575562,81.351868,108.83744,1075.349365,49.8512,-49.231377,1179.712646,63.962044,-53.390026,1027.28894,24.490196,248.199783,992.067688,49.77124,257.131134,1155.652344,60.06768,273.772034,1298.81958,82.188774
579,4.825,80.856255,1204.063599,83.879257,86.247581,990.194946,61.068626,113.575256,1297.803223,85.683418,-49.846447,1323.799927,84.471367,107.736206,1073.293823,58.365604,-49.438396,1177.270142,72.31366,-53.125736,1023.87439,37.108028,247.698242,990.221375,58.186169,256.752441,1153.740234,65.294876,273.525452,1297.470947,84.237404
580,4.833,80.512497,1202.465332,88.194756,85.996185,988.126343,72.333481,113.269226,1296.929688,87.802261,-50.251213,1322.252563,87.12455,107.08033,1071.035889,66.11129,-49.634335,1175.09314,79.621849,-52.956329,1021.053406,48.443832,247.139923,988.716187,65.510162,256.545929,1152.188599,69.766075,273.298676,1296.233887,86.150131
581,4.841,80.23748,1201.03833,92.530327,85.605713,986.368896,83.428062,113.021194,1295.964478,89.831711,-50.51968,1320.878662,89.723473,106.689667,1068.846558,73.778069,-50.011711,1173.412109,86.689774,-53.145046,1018.588928,60.075386,246.56749,987.277161,72.840309,256.29599,1150.818481,74.303871,272.998657,1295.038818,87.946518
582,4.849,79.991974,1199.614624,96.735947,85.333145,984.778198,94.466927,112.939125,1294.963867,91.950027,-50.821651,1319.52478,92.166504,106.295425,1067.155884,80.751869,-50.306587,1171.812256,93.761467,-53.507935,1016.248474,71.943726,245.980789,985.919922,80.225006,256.118652,1149.322266,78.781502,272.800537,1293.898926,89.860435
583,4.858,79.635902,1198.015015,101.365654,85.163254,983.368225,106.533569,112.702316,1293.819336,94.120483,-51.296722,1317.85376,95.040817,106.049324,1065.378906,89.023819,-50.8685,1170.155151,101.306244,-54.235123,1013.939636,85.361694,245.248489,984.606079,88.543053,256.070953,1147.576294,83.844467,272.474274,1292.94873,91.569786
584,4.866,79.361687,1196.733032,105.360519,85.243805,982.419128,117.04184,112.590492,1292.753662,96.264732,-51.620342,1316.426758,97.358833,105.618156,1063.583496,95.640938,-51.129784,1169.03418,108.063156,-54.953876,1012.287109,97.369759,244.550919,983.487427,95.981232,255.986038,1146.269043,88.07074,272.094208,1292.171753,93.210442
585,4.875,78.893463,1195.461548,109.545753,85.329376,981.89679,128.520447,112.283775,1291.617676,98.479271,-51.608551,1315.124268,100.122513,105.776199,1061.682373,103.43705,-51.423206,1167.859375,115.629768,-55.85862,1010.843506,111.034866,243.823944,982.37793,104.310356,255.999741,1144.73877,93.21595,271.756012,1291.185547,94.945091
586,4.883,78.648033,1194.449341,113.223709,85.394028,981.565308,138.249222,112.144165,1290.496094,100.597412,-51.869278,1313.753784,102.233826,105.781464,1060.296631,109.695007,-51.756821,1166.950073,121.850494,-56.724506,1009.846436,123.258453,243.356812,981.559326,111.905334,255.805878,1143.581543,97.375351,271.428925,1290.231445,96.556007
587,4.891,78.431534,1193.55603,116.604744,85.61525,981.640869,147.729126,111.916451,1289.490112,102.424484,-52.152626,1312.420166,104.607224,106.231316,1058.879639,116.263313,-52.234478,1166.135742,128.072586,-57.82613,1009.058838,135.621658,242.933334,980.825195,119.277122,255.692993,1142.470459,101.504959,271.204742,1289.150879,98.21431
588,4.9,78.111473,1192.506958,120.080093,85.829811,981.602783,157.798828,111.685966,1288.239136,104.669624,-52.422653,1311.02356,107.428375,106.615097,1057.250488,123.13829,-52.74807,1165.334839,134.661316,-59.071735,1008.406494,149.506531,242.663696,980.209167,127.521309,255.755936,1141.230713,106.131699,271.01059,1287.801147,100.139389
589,4.908,77.991791,1191.652222,123.185219,86.268272,981.843323,166.556351,111.202736,1287.361206,106.362373,-52.567322,1309.720947,109.789551,106.966667,1056.438843,129.46492,-53.199036,1164.666504,140.586792,-60.129974,1008.2146,161.844131,242.692612,979.448792,135.03537,255.620605,1140.387573,110.239555,270.882263,1286.557251,101.853333
590,4.916,77.83622,1190.716064,126.029266,86.555969,982.018494,174.820847,110.949631,1286.472656,108.25901,-52.808254,1308.52417,112.302818,107.008072,1055.491455,136.1577,-53.629646,1164.005981,146.331116,-60.817307,1008.63147,173.968765,242.689255,979.031555,142.409409,255.477493,1139.48584,114.294533,270.661926,1285.50293,103.274612
591,4.924,77.697418,1189.765869,128.725555,86.978828,982.276917,182.716995,110.628113,1285.555908,110.139633,-53.080811,1307.417236,114.978569,107.007027,1054.802368,142.661957,-54.120956,1163.389648,151.851013,-61.592495,1009.262573,185.913193,242.977173,978.821838,149.694168,255.392014,1138.583862,118.337486,270.231598,1284.731079,104.385094
592,4.933,77.796616,1188.782471,131.729065,87.514992,982.507874,191.036209,110.314636,1284.539185,112.35051,-53.268166,1306.129517,117.777084,107.224907,1054.196289,150.030106,-54.770283,1162.872437,157.992355,-62.1922,1010.124817,199.314102,243.335388,978.626831,157.766785,255.439667,1137.691162,122.837547,269.768005,1283.960205,105.595261
593,4.941,77.809319,1188.008667,133.921158,87.938576,982.840027,197.962234,110.086319,1283.707275,114.265083,-53.475281,1305.00769,120.241707,107.41423,1053.827026,156.201294,-55.338223,1162.417114,163.316345,-62.529945,1011.394592,210.728394,243.7621,978.67749,164.834259,255.710358,1136.958008,127.189278,269.631226,1283.10437,106.656586
594,4.95,77.884476,1187.057739,136.30864,88.380196,983.193542,205.232193,109.830811,1282.792847,116.418541,-53.688564,1303.717285,122.885948,107.719826,1053.405273,162.839661,-56.107761,1162.139038,169.250534,-62.57745,1013.110657,223.120956,244.314819,978.707397,172.700531,256.168915,1136.348389,131.305206,269.083954,1282.257568,107.65995
595,4.958,77.950188,1186.387329,138.286804,88.907761,983.442688,211.433533,109.6866,1282.003296,118.209007,-53.889153,1302.47644,125.28196,108.002205,1053.18811,168.172729,-56.540222,1161.810669,174.410751,-62.485016,1014.743225,233.781784,244.897018,978.908875,179.529144,256.638214,1135.638916,135.637558,268.798035,1281.353516,108.646034
596,4.966,78.055534,1185.606445,140.146698,89.31897,983.749634,217.074951,109.441826,1281.252808,119.721214,-54.356529,1301.342651,127.536354,108.285995,1053.149536,172.986664,-57.245209,1161.775879,179.24501,-62.084118,1016.536743,243.938629,245.482224,979.26239,186.088928,256.904846,1134.969238,139.838928,268.74234,1280.279053,109.613068
597,4.974,78.00016,1184.907715,141.804565,89.651222,984.049194,222.41098,109.150246,1280.527344,121.251442,-54.409317,1300.150879,129.612503,108.702484,1053.114868,177.594498,-57.485806,1161.912842,184.172714,-61.509205,1018.75708,253.382141,245.959946,979.697693,192.387405,256.955444,1134.475708,143.762848,268.408844,1279.396484,110.240883
598,4.983,77.876053,1184.024292,143.745316,90.008698,984.396362,227.9785,108.839844,1279.440063,122.875053,-54.83923,1298.970093,131.941742,109.049103,1053.264648,182.429855,-57.957317,1162.004395,189.564987,-60.817207,1021.26001,263.67453,246.792725,980.408875,199.477829,256.971008,1134.003906,148.028946,268.011475,1278.480469,110.864799
599,4.991,77.726601,1183.264648,145.349609,90.346283,984.633118,232.622284,108.578369,1278.547974,124.076637,-54.954453,1297.702515,133.976059,109.363533,1053.142334,186.453445,-58.25568,1162.010376,194.460876,-59.858482,1023.259521,272.223724,247.566345,981.047668,205.669037,257.007782,1133.871704,151.32016,267.838165,1277.560181,111.345695
600,5,77.408775,1182.508911,147.20076,90.740005,984.791748,237.371765,108.228966,1277.684082,125.118774,-55.391258,1296.468872,136.065491,109.779427,1053.084717,190.853622,-58.523125,1162.036255,199.445694,-58.676136,1025.751953,281.11264,248.279724,981.894165,212.262451,257.208984,1133.725098,155.089951,267.742065,1276.444702,112.008965
601,5.008,77.112839,1181.833008,148.806732,91.060806,984.994507,241.22934,107.942787,1276.861938,125.824883,-55.515381,1295.434326,137.824539,109.802185,1052.949097,194.332733,-58.630814,1162.153809,203.485352,-57.387249,1027.820068,288.291626,249.026566,982.656433,218.046906,257.498322,1133.504517,158.364487,267.269562,1275.602783,112.127617
602,5.016,76.776138,1181.158569,150.536819,91.416138,985.238098,244.75531,107.75724,1276.185303,126.434189,-55.825241,1294.369019,139.423111,110.015083,1052.777344,197.660553,-58.723061,1162.284912,207.195602,-55.883282,1029.834839,295.0448,249.860123,983.656067,223.548691,257.693176,1133.370117,161.233536,266.870361,1274.739746,112.195923
603,5.025,76.423218,1180.295166,152.50383,91.933411,985.412048,248.571075,107.688644,1275.447388,127.115936,-56.346256,1293.233032,140.925385,110.370682,1052.73645,201.080399,-58.503708,1162.549316,211.172073,-54.299904,1032.190674,301.799591,250.745239,984.867554,229.403992,257.715393,1133.285522,163.912933,266.596863,1273.799683,112.326935
604,5.033,76.170914,1179.568848,154.576828,92.375496,985.615112,251.977234,107.361511,1274.796265,127.20105,-56.612736,1292.254639,142.020111,110.622566,1052.668823,203.576797,-58.295448,1162.763428,214.362823,-52.993202,1034.091553,307.293182,251.556305,985.917297,234.18129,257.725739,1133.322998,166.323715,266.274109,1273.007812,112.159615
605,5.041,75.851028,1179.036499,156.643051,92.579895,985.837646,254.743423,107.016083,1274.148315,127.31208,-56.816486,1291.20874,142.942734,110.807404,1052.548706,206.013916,-58.091145,1162.89624,217.197662,-51.489933,1035.711792,312.366119,252.377274,987.053162,238.885483,257.747559,1133.147583,168.482452,266.07666,1272.001953,112.067535
606,5.049,75.664658,1178.418457,158.831924,92.976112,985.914551,257.510071,106.688873,1273.328125,127.414375,-57.055199,1290.134033,143.405701,111.072418,1052.54834,208.384232,-57.768456,1163.096191,219.644455,-50.182209,1037.534058,316.770172,253.188873,987.972839,243.264938,257.721527,1133.116821,170.153931,265.537201,1271.174561,111.810524
607,5.058,75.278831,1177.758911,160.989182,93.297897,986.307434,260.264252,106.405792,1272.180664,127.396049,-57.237263,1289.048584,143.629547,111.223709,1052.2948,210.943054,-57.393456,1163.390503,222.026352,-48.915802,1039.255249,321.18985,254.029785,989.090088,247.798004,257.976868,1132.821655,171.901855,265.053986,1270.230591,111.0243
608,5.066,74.974144,1177.299805,162.916,93.622948,986.499329,262.778656,106.118637,1271.178711,127.28846,-57.609161,1288.258667,143.328171,111.357491,1052.048218,212.740051,-57.046349,1163.510376,223.876587,-47.858692,1040.595947,324.349579,254.674042,990.247498,251.667999,258.221008,1132.397705,173.051132,264.876678,1269.268921,110.796173
609,5.075,74.744125,1176.769775,164.996246,93.803673,986.674927,265.181702,105.641464,1269.980835,126.842705,-57.852734,1287.237671,142.645874,111.656097,1051.660645,214.584045,-56.873386,1163.696533,225.421326,-46.914513,1042.100098,327.336639,255.270691,991.428284,255.589005,258.374146,1132.055542,173.902267,264.798798,1268.039062,110.231216
610,5.083,74.464859,1176.348022,166.431747,94.203606,986.927551,267.296387,105.480209,1268.561646,126.446289,-57.952293,1286.275635,141.55983,111.747314,1051.39624,215.865768,-56.470352,1163.886841,226.450897,-46.299034,1043.421875,329.502594,255.78627,992.269714,258.778961,258.662994,1131.698853,174.704987,264.557404,1267.163818,109.289009
611,5.091,74.536819,1176.020996,167.61647,94.166092,987.37207,269.022705,105.343048,1267.432007,125.802834,-58.094074,1285.412598,140.040131,111.789154,1051.218628,216.807083,-56.175335,1163.943848,226.779037,-45.904015,1044.61145,331.101318,256.196167,993.092529,261.598938,258.822906,1131.263306,175.235504,264.460327,1266.14209,108.437759
612,5.099,74.70649,1175.796387,168.492004,94.154488,987.765259,270.670929,105.362442,1266.156982,124.870155,-58.118568,1284.502686,138.136887,111.921623,1051.23291,217.587509,-55.82991,1163.967407,226.749695,-45.737389,1045.81958,332.122314,256.468903,993.89978,263.992859,258.890289,1130.772217,175.507507,264.489685,1265.016479,107.415215
613,5.108,74.970741,1175.515137,169.211121,94.3069,988.144958,272.460754,105.476112,1264.75769,123.775146,-58.144199,1283.478394,135.858215,111.937691,1051.25647,218.054672,-55.47047,1163.920654,226.309357,-45.708023,1046.832397,332.718903,256.728821,994.561401,266.297577,258.936707,1130.159058,175.585739,264.547943,1263.655396,106.233337
614,5.116,75.156082,1175.414185,169.449219,94.285652,988.576538,273.373871,105.46505,1263.810547,122.485519,-58.140408,1282.620361,133.733749,111.898743,1051.274902,218.253265,-55.26136,1163.808472,225.471283,-45.886105,1047.519897,332.796661,256.610992,995.195984,267.750183,258.964142,1129.598389,175.337097,264.562988,1262.598999,105.003113
615,5.125,75.515167,1175.371338,169.277649,94.074089,989.159973,274.294281,105.617462,1262.60083,120.91581,-58.14011,1281.768921,131.232971,111.775055,1051.380371,218.373108,-55.261879,1163.435913,223.962219,-46.233582,1048.201782,332.339478,256.588013,995.728882,269.007965,259.020874,1128.797607,174.719101,264.536957,1261.508423,103.338112
616,5.133,75.837936,1175.359497,168.747559,93.866882,989.695129,274.825287,105.602325,1261.859131,119.137138,-58.482891,1281.179565,129.01915,111.621986,1051.497681,218.359985,-55.326405,1163.151855,222.537048,-46.514431,1048.611328,331.41922,256.591827,996.148865,269.774994,259.109589,1128.10498,173.863968,264.574554,1260.49353,101.904915
617,5.141,76.217636,1175.215576,167.864471,93.681686,990.136658,275.157074,105.551254,1261.181763,116.991859,-58.510006,1280.662476,126.752167,111.421844,1051.659546,218.266983,-55.581272,1162.547241,220.676849,-46.840569,1048.74231,330.319397,256.508057,996.442383,269.989075,259.044617,1127.587036,172.582245,264.693451,1259.471802,100.503769
618,5.15,76.613304,1174.952637,166.265137,93.519325,990.592041,275.253143,105.622177,1260.383057,114.907288,-58.663845,1280.063965,124.309349,111.148926,1051.823486,217.988159,-55.983074,1161.758423,218.312454,-47.52718,1048.781738,328.402069,256.425232,996.578247,269.821106,259.018677,1126.928467,170.923767,264.986023,1258.446045,98.991867
619,5.158,77.079102,1174.503418,164.402634,93.420547,990.929504,275.084381,105.531143,1259.633789,112.674843,-58.676769,1279.552856,122.283508,110.980103,1051.91333,217.599457,-56.386612,1161.023926,215.98732,-48.319771,1048.154663,326.631409,256.33197,996.545166,269.207062,259.087036,1125.738159,169.733612,265.04657,1257.682251,97.360001
620,5.166,77.659126,1173.750244,162.446945,93.37915,991.21283,274.685547,105.476746,1259.077515,110.635742,-58.903229,1279.262085,120.115677,110.835739,1051.91333,216.98288,-56.765945,1160.059937,213.402176,-49.174717,1047.371826,324.512787,256.172302,996.29126,268.081238,258.510986,1124.735596,168.517487,265.048615,1257.028198,95.737503
621,5.174,77.880722,1172.859131,160.119659,93.365662,991.637695,273.911011,105.468269,1258.367432,108.452393,-58.971493,1278.690186,117.957581,110.681953,1051.403198,216.148621,-57.164082,1159.046631,210.591339,-49.927731,1046.291016,322.026428,256.08786,995.986389,266.662598,258.295593,1123.881592,166.839478,264.981995,1256.567505,94.113892
622,5.183,77.875031,1171.731201,157.369003,93.186066,991.808716,272.82962,105.521202,1257.726562,106.215805,-58.968006,1278.050781,115.479836,110.594955,1051.114624,214.754837,-57.658268,1157.900269,207.182144,-50.826515,1044.890137,318.673187,256.035797,995.361572,264.531158,258.083832,1123.417847,164.347107,264.843567,1256.135376,92.001144
623,5.191,77.587234,1170.763062,154.516739,93.152802,991.921326,271.732544,105.608582,1257.14502,104.303642,-59.242683,1277.687256,113.263466,110.623825,1050.790283,213.18277,-58.095348,1156.986572,204.057938,-52.118481,1043.614746,315.235687,255.890793,994.620178,262.139038,257.937195,1123.100342,161.94928,264.843628,1255.799561,90.106216
624,5.2,77.248657,1169.675415,151.278595,93.142693,992.104675,270.204407,105.521584,1256.641846,101.701355,-59.320786,1277.294189,110.026688,110.749153,1050.397095,211.10817,-58.545742,1156.009277,200.335236,-53.442165,1041.704468,310.805054,255.442383,993.731995,259.080536,257.727936,1122.74939,159.438019,265.056976,1255.511719,87.920883
625,5.208,76.713928,1168.911743,147.890305,92.978333,992.140991,268.312317,105.702988,1256.543335,99.658592,-59.530228,1277.112305,107.127083,110.693573,1049.790771,208.911972,-58.977802,1155.32373,196.791275,-54.648384,1039.936523,306.120697,254.83609,992.744507,255.878632,257.395355,1122.555176,156.970047,265.104797,1255.189087,85.939774
626,5.216,76.280006,1168.190552,144.438354,92.773331,992.255249,266.32373,105.61586,1256.675293,96.8797,-59.651604,1277.064331,103.865547,110.621872,1049.406738,206.589859,-59.231689,1154.723389,193.155899,-56.143955,1037.944946,300.871216,254.096451,991.602905,252.249359,257.203247,1122.35083,154.575974,265.011475,1255.000366,83.759613
627,5.224,75.986847,1167.762817,140.89151,92.310799,992.366028,263.696564,105.629593,1256.67688,93.990509,-59.799816,1277.134155,100.382637,110.35051,1048.980103,203.752838,-59.42593,1154.227173,189.18335,-57.410488,1035.757446,295.094971,253.256622,990.446106,248.155273,256.95752,1122.225342,152.133148,264.987976,1254.942505,81.237068
628,5.233,75.679893,1167.402344,136.722214,91.72216,992.251831,260.240234,105.66729,1256.610107,90.844353,-60.044228,1277.38501,96.409271,110.17244,1048.811401,200.459747,-59.766014,1153.757812,184.540817,-58.680916,1033.165039,287.736145,252.081512,989.016235,242.902191,256.592072,1122.32251,149.117844,265.034088,1254.975586,78.101227
629,5.241,75.360077,1167.194458,132.863037,91.270645,991.974487,256.843689,105.512573,1256.708984,87.58387,-60.155315,1277.70813,92.885597,109.744095,1048.646606,197.124802,-60.072632,1153.215088,180.315338,-59.777096,1030.897827,280.695953,250.804245,987.821777,237.796707,256.367615,1122.460815,146.477036,264.841797,1255.15564,75.132286
630,5.25,74.942841,1167.10791,128.372314,90.496101,991.46814,252.446976,105.348587,1256.822998,83.727547,-60.333553,1278.127197,88.948792,109.309326,1048.692749,193.133881,-60.540733,1152.819214,175.254852,-61.104256,1028.081299,272.347412,249.384552,986.766541,231.719574,255.926071,1122.577271,143.333328,264.93219,1255.626099,71.569427
