Format Version,1.23,Take Name,Take 2023-10-19 07.22.23 PM,Take Notes,,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2023-10-19 07.22.23.895 下午,Capture Start Frame,2407046,Total Frames in Take,2373,Total Exported Frames,2373,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global,,,,,,,,
625,5.208,365.593323,1016.035583,-146.76857,149.536301,1100.020752,-102.225082,86.923157,1240.051392,-117.57476,350.580231,1377.032349,-106.902283,226.309921,962.820862,-89.358284,342.042908,1094.742432,-164.140839,501.508301,1106.973267,-134.126862,244.495316,1266.109741,-139.135315,419.299744,1248.194946,-127.844719,249.71106,1185.381348,-110.663422
626,5.216,356.265533,1009.11377,-143.796799,140.402786,1099.67041,-101.74012,81.835907,1241.243164,-118.358284,351.130127,1371.740845,-106.051048,213.860397,960.806946,-86.234619,333.534882,1089.666626,-162.355728,492.927551,1097.384033,-137.179443,239.278259,1265.739746,-138.034256,414.549774,1240.918457,-128.812881,243.514832,1183.16272,-111.02832
627,5.224,346.360687,1002.984192,-141.253525,131.655533,1099.411255,-101.474129,76.625587,1242.707764,-118.819092,351.565308,1366.328491,-105.303864,201.406113,959.071838,-82.970184,325.065735,1084.565796,-160.220306,484.269379,1087.664917,-140.071838,234.273438,1265.42041,-137.104355,409.814056,1233.641968,-129.405792,237.499619,1180.973511,-110.960167
628,5.233,334.292297,996.850464,-138.334152,121.665573,1099.417358,-101.342125,70.83358,1244.319702,-119.349747,351.711426,1360.114746,-104.638176,187.353943,957.3974,-79.533035,315.238373,1079.14624,-158.223038,473.701691,1076.907593,-142.390137,229.387283,1265.25647,-135.829254,404.30014,1225.423462,-129.50415,230.270493,1178.783325,-110.938271
629,5.241,322.755402,991.747559,-135.830444,112.588814,1099.773926,-101.356575,65.767685,1246.043213,-119.706871,351.853882,1354.296753,-103.783485,174.669388,956.320068,-76.830215,306.674652,1074.414062,-155.972702,463.094238,1067.843994,-144.40358,224.79245,1265.591309,-134.707565,399.374939,1218.417969,-129.22876,223.89418,1177.035156,-111.087929
630,5.25,310.92157,986.80426,-133.295471,103.571236,1100.461426,-101.537079,60.749054,1247.859009,-119.692505,351.768188,1348.421265,-102.920692,162.04985,955.598694,-74.382568,297.843292,1069.893921,-153.989288,452.494873,1058.835693,-145.62645,220.3685,1265.796265,-133.199753,394.593872,1211.090576,-128.475571,217.78569,1175.414551,-111.346779
631,5.258,299.108856,982.00824,-130.903458,94.677818,1101.282471,-101.671249,55.608437,1249.802246,-119.778366,351.645447,1342.286499,-101.924652,149.38382,955.059265,-72.27964,289.137695,1065.434937,-152.07164,441.929901,1049.898926,-146.7267,215.978745,1266.03894,-131.372421,389.513,1203.85498,-127.564308,211.723602,1174.024048,-111.696037
632,5.266,285.979858,976.742126,-128.196259,84.810768,1102.49646,-101.811333,49.927982,1251.970947,-119.851707,351.292725,1335.193604,-100.791122,135.119278,954.96759,-70.229294,279.096436,1060.845947,-149.806137,429.846588,1040.158569,-147.507431,210.769165,1266.215698,-129.10495,383.755707,1195.428467,-125.80761,204.971664,1172.315552,-111.76577
633,5.275,273.717407,972.649292,-126.627121,76.071617,1103.594238,-102.002579,44.972298,1254.088501,-119.82872,350.723083,1328.754761,-99.638145,122.509842,955.146301,-68.884483,270.298615,1056.884766,-147.523254,419.003662,1031.6073,-147.700287,205.846588,1266.75415,-127.00766,378.302185,1187.822144,-123.851578,198.805801,1170.829712,-111.879662
634,5.283,260.14389,968.068604,-124.945969,66.261497,1105.355957,-102.700333,39.453033,1256.740723,-119.779137,349.848969,1321.315552,-98.307899,108.336037,955.647888,-67.706596,259.674683,1052.585083,-144.648315,406.677216,1022.47229,-147.268921,200.592804,1267.546997,-124.27417,371.949432,1179.416016,-121.316101,191.813614,1169.290771,-112.218414
635,5.291,248.14299,964.219482,-123.642723,57.655704,1107.419067,-103.45874,34.98093,1259.30542,-119.596237,348.845184,1314.587769,-96.967819,95.698616,956.268127,-67.156349,250.035919,1048.702759,-141.832855,395.818359,1014.641663,-146.617554,196.133896,1268.185059,-121.295685,366.139526,1172.096069,-118.693245,185.69696,1168.030273,-112.696533
636,5.299,235.742249,961.097778,-122.45993,49.222103,1109.622925,-104.186974,30.85491,1261.845093,-119.134132,347.572083,1307.872925,-95.514565,83.110542,957.366699,-66.682884,240.367294,1045.127197,-139.111359,384.590332,1006.995667,-145.358231,192.111588,1269.022095,-118.057823,359.878937,1164.825684,-116.020447,179.663467,1166.805786,-113.296097
637,5.308,223.1828,957.99939,-121.676445,41.346607,1111.570801,-104.146194,26.733435,1264.501343,-118.852524,345.866089,1301.148071,-94.075722,70.674858,958.809753,-66.862671,230.838745,1041.555176,-136.317612,373.403473,999.600281,-143.767654,187.977081,1270.263916,-114.557304,353.686462,1157.605225,-113.287094,173.801102,1165.760498,-114.086449
638,5.316,209.334702,954.739624,-120.543304,32.731319,1114.080078,-103.90477,22.336027,1267.795654,-118.569809,343.732574,1293.489868,-92.391335,56.708515,960.627869,-67.173981,220.210815,1037.722778,-133.189087,360.780396,992.097778,-141.39566,182.797577,1271.924805,-111.711212,346.451141,1149.661255,-110.023132,167.120697,1164.574585,-115.018433
639,5.325,196.790909,952.613342,-119.47113,25.240273,1116.738403,-103.614494,18.705853,1270.771851,-118.062317,341.402313,1286.753906,-90.798264,44.421463,962.43103,-67.956764,210.7155,1035.157837,-130.035309,349.139008,985.813904,-139.097839,179.254578,1271.498901,-107.89682,340.094879,1142.833984,-107.00573,161.06868,1163.608521,-115.926735
640,5.333,182.764877,950.153687,-118.378204,17.066187,1120.052856,-103.014923,14.831538,1274.153564,-117.810936,338.378265,1279.214478,-88.781487,30.803087,964.996155,-68.956215,199.747803,1032.4104,-126.877907,336.300507,978.485168,-135.964142,175.582764,1270.163696,-104.590088,332.863525,1135.307007,-103.625748,154.147369,1162.733643,-117.065186
641,5.341,170.393234,948.542969,-117.045891,9.963002,1123.143311,-102.425537,11.577046,1276.912842,-117.360481,335.063965,1272.809326,-87.109192,18.293129,967.579529,-69.99189,189.828247,1030.172974,-124.440994,325.66153,971.756409,-132.188904,172.885574,1266.860474,-101.612801,326.032288,1128.866333,-100.626152,147.98642,1162.09314,-117.937241
642,5.349,158.022507,947.185242,-115.782043,2.903995,1126.635864,-101.584869,8.804843,1280.153687,-117.266548,331.969025,1266.345093,-85.316231,6.156865,970.700134,-71.298645,180.210388,1027.938843,-121.664024,315.542023,964.773499,-127.648605,170.21167,1262.598877,-99.700752,319.10556,1122.634521,-97.672607,141.70932,1161.568604,-118.754295
643,5.358,144.452652,945.741455,-114.241936,-4.85653,1130.912354,-100.592827,5.809085,1284.401978,-117.672089,327.789948,1259.493164,-83.58886,-7.294424,974.340149,-72.963051,169.085587,1025.839478,-119.176994,303.004089,957.36377,-122.599281,166.437897,1258.040894,-98.506584,310.879303,1115.898926,-94.526291,134.701508,1161.386963,-119.35817
644,5.366,132.404556,944.992676,-112.727409,-11.248696,1134.799316,-99.615646,3.170633,1288.270264,-118.096581,324.211945,1253.200562,-81.878883,-18.952599,978.110535,-74.479599,159.038574,1024.687256,-117.130013,291.076202,951.747681,-117.743858,162.546951,1254.462158,-98.274879,303.036438,1110.309937,-91.828049,128.543655,1160.97998,-119.790108
645,5.375,120.232864,944.644592,-111.483467,-17.681562,1138.940674,-98.74749,0.548277,1292.054688,-118.811523,320.375946,1247.340698,-80.379486,-30.616465,982.355774,-75.758308,148.965057,1023.69342,-115.250603,279.273346,946.426758,-112.647697,158.670288,1252.328369,-98.67289,295.339203,1104.651733,-89.046387,122.437958,1160.609985,-119.936401
646,5.383,108.194183,944.716431,-109.997803,-23.434038,1143.033325,-97.524712,-1.93019,1295.918335,-119.545494,315.63269,1241.184204,-78.07457,-41.81274,986.868835,-76.860123,138.753189,1022.886047,-113.572067,267.403259,940.949097,-107.214447,155.100357,1250.307739,-98.912575,287.422852,1099.189819,-86.416855,116.257622,1160.273438,-119.942261
647,5.391,94.524208,944.909119,-108.476959,-29.919661,1147.401489,-96.089928,-4.468006,1300.484741,-120.53981,310.198975,1234.957153,-75.917381,-54.424465,992.422729,-78.479668,127.566666,1022.613037,-111.975883,254.053986,934.852539,-100.582726,150.987076,1249.096436,-99.381439,278.450317,1093.278809,-83.341957,109.43959,1159.974487,-119.464554
648,5.4,82.247826,945.699829,-107.269753,-35.444984,1151.421997,-95.024582,-6.598434,1304.251831,-121.380692,305.670135,1229.793091,-74.46006,-65.074196,997.867859,-80.047943,117.813515,1022.639893,-110.638138,241.945251,929.587524,-94.482002,147.500107,1248.158691,-99.639694,270.41272,1088.559082,-81.320068,103.490623,1159.596191,-118.876129
649,5.408,68.475349,946.701416,-105.880035,-41.822334,1156.469971,-94.506569,-8.212519,1308.214355,-121.892517,300.453308,1224.057007,-72.94944,-77.004204,1004.310242,-81.612083,106.824738,1022.521729,-109.502731,227.578995,924.766968,-87.731049,143.442245,1247.355225,-99.876778,261.502899,1083.071411,-78.577324,96.506233,1159.661987,-118.142761
650,5.416,56.250626,948.311646,-104.75959,-47.688652,1161.307861,-94.449982,-9.325073,1311.825928,-122.30619,295.755585,1219.035522,-71.537636,-86.990288,1010.294678,-82.916275,97.128525,1022.261475,-108.475777,214.645279,920.804749,-81.512993,139.934982,1246.582031,-99.631638,253.753662,1078.248901,-76.292618,90.498871,1159.603394,-117.368713
651,5.424,44.327103,950.015808,-103.715698,-53.08289,1166.153076,-94.758492,-10.320327,1315.348633,-122.786507,290.931,1214.187012,-70.074951,-96.71711,1016.429199,-84.164536,87.357315,1022.553772,-107.426743,201.594604,917.316528,-74.958199,136.486481,1245.488159,-99.519119,245.666901,1074.018311,-74.298721,84.369919,1159.921631,-116.551315
652,5.433,32.606861,951.950378,-102.808151,-58.454945,1171.045776,-95.158951,-10.996912,1318.820923,-123.263748,285.915741,1209.608276,-68.589714,-106.148956,1022.634888,-85.301651,77.743561,1023.737183,-106.988983,188.302704,914.606201,-68.73233,133.064407,1244.313477,-99.365433,237.769394,1070.05835,-71.975914,78.2062,1160.356079,-115.727692
653,5.441,19.694944,954.795105,-101.570412,-64.418839,1176.871582,-96.413322,-11.752173,1322.712891,-123.768448,280.013977,1204.683838,-66.882317,-116.280762,1029.882324,-86.290939,67.295639,1025.112305,-106.372589,173.128815,912.413391,-61.940643,129.284134,1242.644409,-99.278679,228.654434,1066.248657,-69.797073,71.290154,1161.074341,-114.633804
654,5.45,8.216707,957.173889,-100.526047,-69.574402,1182.240234,-98.286217,-12.038412,1326.160034,-124.366936,274.543915,1200.676025,-65.333733,-125.245796,1036.455566,-87.089645,58.362141,1026.439575,-105.438919,159.592102,911.19458,-56.075047,125.934082,1240.688354,-99.194366,220.747147,1063.090454,-67.505753,65.255005,1161.798828,-113.438431
655,5.458,-4.471845,960.518555,-99.086349,-74.619408,1188.046021,-99.889816,-12.02748,1330.110352,-124.904518,268.33493,1196.526855,-63.679138,-135.015152,1044.237549,-87.990662,48.276611,1027.972168,-104.607018,144.319,910.296143,-49.84935,121.372498,1238.453491,-99.146866,211.860779,1059.717896,-65.286179,58.350327,1162.881226,-112.204712
656,5.466,-15.206954,963.812195,-98.057907,-78.712341,1193.05542,-101.001953,-12.10361,1333.528076,-125.479134,262.593689,1193.12439,-62.232254,-143.285568,1051.176147,-88.654099,39.403164,1029.674316,-103.82309,131.005371,910.092346,-44.780476,116.915619,1236.172119,-99.043098,204.288666,1057.012695,-63.076317,52.28801,1164.01709,-110.815727
657,5.474,-25.77379,967.526672,-97.070686,-82.530319,1198.109741,-102.193039,-11.845764,1336.884155,-125.887108,256.75174,1190.018311,-60.960136,-151.56189,1058.23645,-89.069603,30.557943,1031.600098,-103.223724,117.890228,910.543945,-40.187973,111.957817,1233.706543,-99.23439,196.371353,1054.586914,-61.227135,46.117935,1165.177612,-109.45433
658,5.483,-37.299686,971.951904,-96.031723,-86.653008,1204.133301,-103.99157,-11.361342,1340.641235,-126.460358,250.169128,1186.8927,-59.643536,-160.484375,1066.506714,-89.629539,20.948719,1034.390869,-102.931236,103.582443,911.612,-35.739433,106.317741,1230.998291,-99.268753,187.62355,1052.121338,-58.97316,39.682465,1166.668091,-108.400749
659,5.491,-47.128223,976.194824,-95.043633,-89.847733,1209.26709,-105.987297,-10.954045,1343.957886,-127.067757,244.445007,1184.321167,-58.521267,-167.796326,1074.056152,-90.281006,12.765241,1037.081421,-102.198357,91.409897,912.896423,-32.455269,100.923264,1229.072266,-99.392021,179.720322,1050.297241,-57.248402,34.409248,1168.215942,-107.215149
660,5.5,-56.551617,980.651794,-94.170601,-93.044937,1214.562866,-107.989479,-10.40013,1347.226196,-127.535042,238.781174,1181.982788,-57.679653,-174.989502,1081.427368,-90.936966,5.035116,1040.143677,-101.385986,79.246262,914.220093,-29.566677,95.480247,1227.619141,-99.428925,171.893539,1048.664429,-55.343994,29.459936,1170.272827,-106.587112
661,5.508,-65.667755,985.317261,-93.749748,-96.065704,1219.86792,-110.015038,-9.879362,1350.372925,-128.038055,233.354935,1179.861084,-56.769249,-181.994217,1089.139282,-91.666283,-2.431251,1043.38916,-100.579086,67.659821,915.971802,-27.165092,90.859261,1226.469604,-99.61499,164.014465,1047.405273,-53.555721,24.542953,1172.573608,-106.060089
662,5.516,-75.638397,990.47406,-93.255219,-98.907265,1225.768188,-112.081535,-9.07983,1353.853516,-128.574921,227.228119,1177.659424,-55.994061,-189.25177,1097.774414,-92.47097,-10.477977,1047.208618,-99.621178,55.131046,917.965759,-24.801373,85.976143,1226.226074,-100.363991,155.377121,1046.251831,-51.80138,19.363731,1175.000488,-105.280434
663,5.525,-84.386795,995.306458,-92.851578,-101.142921,1230.791992,-113.897713,-8.514189,1356.793457,-129.0634,222.178162,1175.658936,-55.118023,-195.383728,1105.534546,-93.422768,-17.312069,1050.614136,-98.508354,44.676319,920.352661,-23.383446,82.006485,1226.508423,-101.082878,148.019348,1045.427002,-49.85799,14.995579,1177.400879,-104.97728
664,5.533,-93.28286,1000.790588,-92.983452,-103.560448,1236.534058,-115.950043,-7.708408,1360.285522,-129.871811,216.549103,1173.517822,-54.380219,-201.661148,1114.143311,-94.530823,-24.610634,1054.437622,-97.654137,32.53537,922.618408,-21.483105,77.888893,1227.336792,-101.472847,139.679092,1044.820435,-47.76429,10.172077,1180.39624,-104.991096
665,5.541,-100.849022,1005.741028,-93.058281,-105.553108,1241.560059,-117.55439,-7.139307,1363.37793,-130.436417,211.86937,1171.792358,-53.539703,-207.194031,1121.859619,-95.533478,-30.645163,1057.886963,-96.555862,22.557476,924.917175,-20.349043,75.071815,1228.412476,-101.712852,132.711334,1044.334473,-46.011887,6.251729,1182.856567,-104.741455
666,5.549,-108.224236,1010.622986,-93.339081,-107.627991,1246.536011,-119.011299,-6.430318,1366.339111,-130.929382,207.156113,1170.167847,-52.773796,-212.132141,1129.209839,-96.717239,-36.636478,1061.198486,-95.914261,13.015769,927.315796,-19.34111,72.575363,1229.556152,-101.818237,125.831726,1044.123535,-44.530098,2.436289,1185.320557,-104.608009
667,5.558,-115.170921,1015.464783,-93.454559,-109.548485,1251.278687,-120.416222,-5.90928,1369.140259,-131.413162,202.340744,1168.738159,-51.824295,-216.742523,1136.330688,-98.097786,-42.664597,1064.542114,-95.315514,3.773432,930.103149,-18.721054,70.247177,1231.006958,-102.08548,119.057053,1044.201538,-43.4025,-1.104981,1188.152344,-104.683174
668,5.566,-122.377426,1021.016724,-93.91288,-111.628265,1256.415283,-121.944275,-5.303996,1372.091675,-131.825775,197.829941,1167.456299,-51.220139,-221.679794,1144.101929,-99.906403,-49.383461,1068.28772,-94.648811,-6.270293,933.16449,-18.22035,67.589508,1232.677002,-101.959457,111.685471,1044.592285,-42.587013,-4.435464,1191.222168,-104.633141
669,5.575,-128.553192,1025.696167,-94.222687,-113.301376,1260.816772,-123.268555,-5.030065,1374.601685,-132.336258,193.349701,1166.345459,-50.562691,-225.870895,1150.831543,-101.427971,-54.795559,1071.696899,-94.308525,-14.126032,935.374817,-18.021561,65.110222,1234.196777,-102.040306,105.505455,1045.023193,-42.135593,-7.22373,1193.822388,-104.653564
670,5.583,-135.345474,1030.937256,-94.442024,-115.240578,1265.584595,-124.686478,-4.818917,1377.43103,-132.839478,188.76799,1165.194092,-49.758102,-230.253571,1158.028442,-103.373344,-60.45715,1075.734985,-94.07251,-23.19338,938.250977,-17.707899,62.403141,1235.668457,-102.265648,98.937889,1045.529175,-41.754417,-10.34019,1196.494995,-104.72702
671,5.591,-140.696503,1035.367798,-94.872238,-116.776047,1269.566406,-125.598221,-4.557939,1379.847534,-133.123337,185.292221,1164.681885,-49.793602,-233.570374,1164.029785,-105.356667,-65.362015,1079.124268,-94.135315,-30.656336,940.901245,-17.390957,60.194729,1236.766846,-102.414803,93.328514,1046.063721,-41.651661,-12.969831,1198.844849,-104.628899
672,5.599,-146.002747,1039.602417,-95.309464,-118.023773,1273.373901,-126.645569,-4.466771,1381.93335,-133.491364,181.927292,1163.990723,-49.617523,-236.832321,1169.676392,-107.242081,-70.002113,1082.342773,-93.802742,-37.842789,943.477844,-17.225466,57.997879,1237.670532,-102.46347,88.044266,1046.897827,-41.569016,-15.522015,1200.954346,-104.624458
673,5.608,-151.495285,1044.186768,-95.922638,-119.726341,1277.467407,-127.725975,-4.370928,1384.203857,-133.775238,178.261978,1163.017822,-49.163536,-240.108627,1175.493896,-109.601883,-75.101334,1085.309326,-93.381561,-44.828182,946.590637,-17.426058,55.530758,1238.550171,-102.681511,82.859138,1047.624878,-41.802559,-18.534992,1203.438965,-104.709557
674,5.616,-156.105301,1047.908447,-96.410583,-121.170128,1280.774414,-128.392578,-4.076423,1386.124878,-134.092346,175.174362,1162.547607,-49.047222,-242.671173,1180.24231,-111.872978,-79.085106,1088.081543,-93.437302,-50.754761,949.313965,-17.568642,53.370178,1239.412231,-102.93541,79.035789,1048.370483,-42.291481,-21.266489,1205.24292,-104.83828
675,5.625,-160.431503,1051.281494,-96.851669,-122.27475,1283.680786,-129.386993,-4.100396,1387.745361,-134.116348,172.424164,1162.034424,-48.738453,-244.78746,1184.7677,-114.380585,-82.925858,1090.633545,-93.758476,-56.455982,951.815796,-17.519455,51.454536,1240.308472,-102.986656,75.404266,1048.711914,-42.368519,-23.797783,1207.140015,-105.070412
676,5.633,-163.99147,1054.616455,-97.424133,-123.322067,1286.521851,-130.224884,-4.036879,1389.22937,-134.340607,170.000763,1161.446411,-48.371223,-246.89801,1188.663696,-116.830727,-86.391151,1092.998291,-93.726051,-61.641548,954.238159,-17.561567,49.811817,1241.072998,-103.226212,71.572563,1049.453247,-42.210697,-26.170126,1208.810913,-105.365623
677,5.641,-167.944977,1057.802612,-98.048248,-124.504303,1289.260254,-131.267319,-4.04992,1390.828735,-134.48645,167.574158,1160.981323,-48.224483,-249.134674,1192.554199,-119.496529,-89.83699,1095.459473,-94.207161,-66.861717,956.723755,-17.516491,48.354126,1241.89502,-103.704308,67.386322,1050.084717,-42.049896,-28.513344,1210.535278,-105.757469
678,5.65,-170.873672,1060.395996,-98.624001,-125.350403,1291.492432,-132.10965,-4.172744,1391.93335,-134.392288,165.871887,1160.760986,-48.183937,-250.775253,1195.438232,-121.880829,-92.467201,1097.352661,-94.501907,-70.976059,958.488281,-17.473068,47.339767,1242.539062,-103.786018,64.090401,1050.796387,-41.733707,-29.985655,1211.786987,-106.181435
679,5.658,-173.696533,1062.924561,-99.183815,-126.108452,1293.637085,-133.136642,-4.192152,1393.216431,-134.448364,164.228226,1160.522827,-48.039604,-252.024323,1198.202637,-124.64695,-95.074852,1099.081787,-95.224449,-75.172173,960.58728,-17.313742,46.420681,1243.139771,-103.661415,60.672203,1051.278564,-41.296478,-31.600323,1213.391479,-106.752296
680,5.666,-175.764862,1064.773193,-99.886925,-126.917732,1295.087158,-133.799713,-4.468829,1394.099976,-134.491089,162.814499,1160.272095,-47.79274,-253.076996,1200.146729,-127.03952,-96.981239,1100.766235,-95.432999,-78.204811,961.890747,-17.219074,45.872471,1243.569214,-103.518707,57.926792,1051.689331,-40.881649,-32.551212,1214.400024,-107.143196
681,5.674,-177.524597,1066.172485,-100.383995,-127.577332,1296.3479,-134.492142,-4.788064,1394.757202,-134.521393,161.451279,1160.155884,-47.351051,-253.749466,1201.613892,-129.669922,-98.754227,1102.014771,-96.092766,-80.685776,963.215576,-17.138144,45.508728,1244.07959,-103.335579,55.58028,1051.939331,-40.20282,-33.195751,1215.257446,-107.254265
682,5.683,-178.657867,1067.250854,-101.133583,-128.063507,1297.214478,-135.251968,-5.204269,1395.380371,-134.443069,160.135376,1160.126099,-47.113091,-254.109833,1202.512451,-131.802979,-99.77314,1102.868042,-96.504883,-82.504066,964.219421,-17.025661,45.199226,1244.545654,-103.209297,53.835888,1052.291626,-39.793694,-33.66975,1215.790039,-107.337997
683,5.691,-179.552155,1067.919434,-101.853088,-128.738647,1297.756226,-135.941391,-5.780192,1395.895386,-134.333145,159.323624,1160.194702,-46.983231,-254.337555,1202.872437,-134.283722,-100.589066,1103.429932,-96.900803,-83.733124,964.970154,-16.873222,44.847492,1245.038818,-102.759331,52.786594,1052.722778,-39.430603,-34.040325,1216.04895,-107.408607
684,5.7,-179.722794,1067.980347,-102.422592,-128.986984,1297.844604,-136.670792,-6.458613,1396.33252,-134.324768,159.044525,1160.361572,-47.028152,-254.407135,1202.830566,-136.182373,-101.271263,1103.710327,-97.387054,-84.303108,965.516907,-16.77009,44.597481,1245.526855,-102.262108,52.337784,1052.99939,-38.851994,-34.22665,1216.041016,-107.414024
685,5.708,-179.563004,1067.612427,-102.934586,-129.2677,1297.657715,-137.303741,-7.066354,1396.327515,-134.214523,159.167023,1160.598877,-47.220993,-254.207077,1201.832764,-138.316727,-101.350357,1103.765503,-97.638016,-84.228554,965.860596,-16.609446,44.444115,1245.860107,-101.939514,52.228722,1053.219727,-38.331299,-34.287556,1215.874146,-107.485252
686,5.716,-178.765182,1066.833252,-103.461433,-129.456833,1296.921021,-137.919525,-7.886435,1396.210083,-134.132614,159.573822,1160.971191,-47.467224,-253.515625,1200.473145,-140.141922,-100.73336,1103.421631,-97.824371,-83.627228,965.83075,-16.253086,44.542274,1245.970581,-101.67382,52.818432,1053.44812,-38.012104,-34.142155,1215.640015,-107.606163
687,5.724,-177.854752,1065.432495,-103.83168,-129.62323,1295.942993,-138.326218,-8.706388,1395.884155,-133.98172,160.320526,1161.359497,-47.861549,-252.923782,1198.593994,-141.761658,-99.949028,1102.452515,-97.553383,-82.48584,965.405579,-15.730772,44.731377,1245.960205,-101.450272,53.599754,1053.440308,-37.511726,-33.796898,1215.241577,-107.830627
688,5.733,-176.194138,1063.518433,-104.037956,-129.636841,1294.356079,-138.749802,-9.605985,1395.381226,-133.953232,161.335449,1161.974365,-48.299095,-252.226532,1195.925415,-143.407349,-98.901199,1100.903564,-97.433083,-80.272209,964.470642,-14.840437,44.997314,1245.869141,-101.265228,55.216354,1053.49646,-36.875801,-33.302231,1214.66333,-108.249229
689,5.741,-174.205246,1061.265625,-104.221581,-129.686127,1292.640747,-139.013687,-10.594516,1394.426025,-133.640625,162.471893,1162.576294,-48.903305,-251.044449,1192.930664,-145.026489,-97.085846,1099.432373,-97.736275,-77.820229,963.566162,-14.071728,45.417622,1245.792969,-101.199013,57.056541,1053.579956,-36.554401,-32.557861,1213.93042,-108.498619
690,5.75,-171.611237,1058.674561,-104.425934,-129.675934,1290.243164,-139.467285,-11.63053,1393.341553,-133.435669,163.980637,1163.317993,-49.676823,-249.581329,1189.331665,-146.000931,-95.046227,1097.62561,-97.478394,-74.518562,962.473083,-13.583495,45.978142,1245.624634,-101.244179,59.352108,1053.519653,-36.259438,-31.682308,1212.944702,-108.509888
691,5.758,-168.948807,1055.574951,-104.494133,-129.511719,1287.793579,-139.825653,-12.834422,1392.072021,-133.266602,165.672379,1164.124878,-50.561237,-248.322098,1185.161255,-147.045105,-92.677597,1095.386597,-97.537117,-70.827271,960.935425,-12.78729,46.547085,1245.336426,-101.367233,62.163971,1053.396851,-36.077862,-30.748949,1211.430542,-108.456879
692,5.766,-165.024597,1051.937378,-104.658974,-129.261505,1284.672607,-140.088577,-14.62731,1390.643188,-132.741562,167.863052,1165.069946,-51.688347,-246.590225,1180.207031,-148.321182,-89.551712,1092.500122,-97.166039,-66.148582,959.364685,-12.070432,47.099442,1244.929199,-101.50602,65.597038,1052.964844,-35.756527,-29.48138,1209.521484,-108.191467
693,5.775,-161.44809,1048.044067,-104.713806,-128.843185,1281.373047,-140.414688,-16.030046,1389.050049,-132.584091,170.031357,1166.147949,-52.740585,-244.587006,1175.164185,-149.008438,-86.318001,1089.976929,-97.32666,-61.360134,957.401733,-11.41026,47.576111,1244.379761,-101.58075,69.358742,1052.634399,-35.559772,-28.309128,1207.847046,-107.889252
694,5.783,-152.087036,1038.968628,-104.564804,-127.734154,1273.137329,-140.718857,-19.086576,1385.014771,-132.03511,175.457596,1168.326416,-55.123184,-239.258972,1162.88855,-150.079453,-78.666122,1083.735962,-96.608475,-49.541412,952.825684,-10.094922,49.343082,1242.490234,-101.749046,78.336548,1051.868164,-35.487606,-25.433542,1203.593384,-107.502945
695,5.791,-147.117661,1034.209961,-104.49749,-126.964035,1268.795044,-140.878174,-20.569805,1382.665039,-131.747986,178.389206,1169.43335,-56.463657,-236.509796,1156.447876,-150.55101,-74.492867,1080.283447,-96.151909,-43.082958,950.194214,-8.576181,50.869263,1241.092041,-101.833206,82.912552,1051.423096,-35.420002,-23.691595,1201.307495,-107.107918
696,5.799,-141.724289,1029.218872,-104.320053,-126.035255,1264.352905,-140.844971,-22.000521,1380.037842,-131.39386,181.384933,1170.671997,-57.82399,-233.346451,1149.992188,-150.935532,-70.008217,1076.765381,-95.688339,-36.005432,948.060364,-7.893362,52.716537,1239.907227,-101.719841,87.817261,1051.143799,-35.568981,-21.797129,1198.799194,-106.393509
697,5.808,-135.1147,1023.520447,-104.126945,-124.88224,1259,-140.46637,-23.805206,1377.181641,-131.077438,185.125992,1171.958374,-58.8092,-229.577972,1142.008423,-151.167175,-64.61245,1072.506592,-95.232994,-27.715429,945.29834,-7.499117,54.766151,1238.267578,-101.89312,94.075096,1050.629517,-35.724041,-19.489035,1195.694824,-105.588203
698,5.816,-128.893951,1018.264771,-103.738625,-123.681435,1253.895508,-140.23735,-25.341465,1374.171387,-130.787277,188.62352,1173.390869,-60.176544,-225.836624,1134.781494,-151.294189,-59.554394,1068.760864,-94.76696,-19.958206,945.647705,-3.559201,56.627369,1237.115601,-102.07515,100.022659,1050.61084,-36.281029,-16.93067,1192.93457,-104.871841
699,5.825,-121.479797,1012.1521,-103.195808,-121.970276,1247.883545,-140.042084,-26.680113,1370.520874,-130.123276,192.522095,1175.509033,-62.166157,-220.916168,1126.085083,-151.237167,-53.238129,1064.63501,-94.217583,-14.236413,942.289978,-0.630296,58.581711,1235.81189,-102.405586,106.480232,1050.59314,-36.297798,-13.971909,1189.513794,-104.159676
700,5.833,-114.276016,1006.636353,-102.636353,-120.450851,1242.406128,-139.231293,-27.839703,1366.914307,-129.558838,196.264816,1177.095459,-63.40757,-216.318802,1118.273193,-151.006638,-47.58707,1060.809448,-93.595825,-4.419281,940.3927,0.017269,60.577564,1234.501099,-102.521332,112.791702,1050.63562,-36.299118,-11.285702,1186.392822,-103.360367
701,5.841,-106.606361,1001.066467,-102.049294,-118.450058,1236.491699,-138.755219,-29.216705,1363.266235,-129.179077,200.233231,1178.899658,-65.170822,-211.107864,1109.968994,-150.592422,-41.35899,1057.129883,-93.163948,4.942409,938.141174,0.750529,62.562561,1233.037354,-102.654984,119.521881,1050.572144,-36.393284,-8.151984,1183.47583,-103.165077
